InventoryID,ProductValue,RestockQuantity,CurrentQuantity,Date,ProductID,SupplierID
00633,100,7,92,2024/09/01,00053,00066
00634,90,0,88,2024/10/01,00053,00066
00635,70,0,82,2024/11/01,00053,00066
00636,80,2,84,2024/12/01,00053,00066
00637,60,0,50,2024/01/01,00054,00051
00638,80,0,50,2024/02/01,00054,00051
00639,100,0,50,2024/03/01,00054,00051
00640,80,0,50,2024/04/01,00054,00051
00641,30,0,50,2024/05/01,00054,00051
00642,50,0,100,2024/06/01,00054,00051
00643,60,0,100,2024/07/01,00054,00051
00644,30,5,95,2024/08/01,00054,00051
00645,100,6,90,2024/09/01,00054,00051
00646,80,0,85,2024/10/01,00054,00051
00647,50,0,85,2024/11/01,00054,00051
00648,80,7,92,2024/12/01,00054,00051
00649,70,0,50,2024/01/01,00055,00072
00650,100,3,50,2024/02/01,00055,00072
00651,90,0,40,2024/03/01,00055,00072
00652,80,3,43,2024/04/01,00055,00072
00653,100,1,31,2024/05/01,00055,00072
00654,70,0,79,2024/06/01,00055,00072
00655,100,0,79,2024/07/01,00055,00072
00656,40,2,73,2024/08/01,00055,00072
00657,90,15,90,2024/09/01,00055,00072
00658,40,0,78,2024/10/01,00055,00072
00659,40,0,78,2024/11/01,00055,00072
00660,30,0,78,2024/12/01,00055,00072
00661,30,5,55,2024/01/01,00056,00098
00662,70,1,51,2024/02/01,00056,00098
00663,30,0,47,2024/03/01,00056,00098
00664,90,0,47,2024/04/01,00056,00098
00665,60,0,47,2024/05/01,00056,00098
00666,70,3,100,2024/06/01,00056,00098
00667,50,0,98,2024/07/01,00056,00098
00668,100,0,98,2024/08/01,00056,00098
00669,80,0,98,2024/09/01,00056,00098
00670,90,0,98,2024/10/01,00056,00098
00671,70,0,98,2024/11/01,00056,00098
00672,90,11,109,2024/12/01,00056,00098
00673,90,0,50,2024/01/01,00057,00031
00674,40,1,51,2024/02/01,00057,00031
00675,60,4,54,2024/03/01,00057,00031
00676,40,13,59,2024/04/01,00057,00031
00677,70,0,53,2024/05/01,00057,00031
00678,100,5,108,2024/06/01,00057,00031
00679,60,0,95,2024/07/01,00057,00031
00680,30,4,99,2024/08/01,00057,00031
00681,40,3,84,2024/09/01,00057,00031
00682,100,0,87,2024/10/01,00057,00031
00683,40,0,87,2024/11/01,00057,00031
00684,30,7,89,2024/12/01,00057,00031
00685,80,2,52,2024/01/01,00058,00070
00686,60,0,49,2024/02/01,00058,00070
00687,60,0,35,2024/03/01,00058,00070
00688,90,9,33,2024/04/01,00058,00070
00689,80,0,24,2024/05/01,00058,00070
00690,40,0,74,2024/06/01,00058,00070
00691,30,0,74,2024/07/01,00058,00070
00692,50,4,67,2024/08/01,00058,00070
00693,80,0,69,2024/09/01,00058,00070
00694,30,0,69,2024/10/01,00058,00070
00695,60,0,69,2024/11/01,00058,00070
00696,40,4,73,2024/12/01,00058,00070
00697,40,1,51,2024/01/01,00059,00005
00698,90,2,50,2024/02/01,00059,00005
00699,40,0,33,2024/03/01,00059,00005
00700,90,0,33,2024/04/01,00059,00005
00701,30,0,33,2024/05/01,00059,00005
00702,60,0,83,2024/06/01,00059,00005
00703,70,4,87,2024/07/01,00059,00005
00704,70,0,78,2024/08/01,00059,00005
00705,40,10,88,2024/09/01,00059,00005
00706,50,0,85,2024/10/01,00059,00005
00707,30,0,85,2024/11/01,00059,00005
00708,90,0,85,2024/12/01,00059,00005
00709,50,4,154,2024/01/01,00060,00100
00710,30,2,137,2024/02/01,00060,00100
00711,30,0,139,2024/03/01,00060,00100
00712,70,2,131,2024/04/01,00060,00100
00713,70,10,125,2024/05/01,00060,00100
00714,60,0,269,2024/06/01,00060,00100
00715,90,0,269,2024/07/01,00060,00100
00716,90,0,269,2024/08/01,00060,00100
00717,50,0,269,2024/09/01,00060,00100
00718,30,0,255,2024/10/01,00060,00100
00719,70,0,255,2024/11/01,00060,00100
00720,50,0,255,2024/12/01,00060,00100
00721,70,2,52,2024/01/01,00061,00080
00722,40,0,45,2024/02/01,00061,00080
00723,60,13,39,2024/03/01,00061,00080
00724,50,16,53,2024/04/01,00061,00080
00725,30,2,37,2024/05/01,00061,00080
00726,80,0,89,2024/06/01,00061,00080
00727,80,3,92,2024/07/01,00061,00080
00728,100,0,83,2024/08/01,00061,00080
00729,70,1,84,2024/09/01,00061,00080
00730,80,0,83,2024/10/01,00061,00080
00731,80,4,87,2024/11/01,00061,00080
00732,70,0,81,2024/12/01,00061,00080
00733,80,0,50,2024/01/01,00062,00042
00734,60,0,50,2024/02/01,00062,00042
00735,80,1,51,2024/03/01,00062,00042
00736,40,4,47,2024/04/01,00062,00042
00737,80,0,41,2024/05/01,00062,00042
00738,90,0,91,2024/06/01,00062,00042
00739,70,7,98,2024/07/01,00062,00042
00740,60,0,80,2024/08/01,00062,00042
00741,50,0,80,2024/09/01,00062,00042
00742,80,3,78,2024/10/01,00062,00042
00743,50,3,75,2024/11/01,00062,00042
00744,40,0,70,2024/12/01,00062,00042
00745,70,0,50,2024/01/01,00063,00033
00746,30,6,49,2024/02/01,00063,00033
00747,70,0,39,2024/03/01,00063,00033
00748,30,0,39,2024/04/01,00063,00033
00749,30,10,35,2024/05/01,00063,00033
00750,30,0,78,2024/06/01,00063,00033
00751,30,0,78,2024/07/01,00063,00033
00752,60,7,71,2024/08/01,00063,00033
00753,30,1,69,2024/09/01,00063,00033
00754,40,0,68,2024/10/01,00063,00033
00755,50,0,68,2024/11/01,00063,00033
00756,30,8,65,2024/12/01,00063,00033
00757,30,0,150,2024/01/01,00064,00046
00758,50,0,150,2024/02/01,00064,00046
00759,50,3,153,2024/03/01,00064,00046
00760,40,0,147,2024/04/01,00064,00046
00761,40,0,147,2024/05/01,00064,00046
00762,70,7,294,2024/06/01,00064,00046
00763,90,0,301,2024/07/01,00064,00046
00764,30,2,291,2024/08/01,00064,00046
00765,90,0,288,2024/09/01,00064,00046
00766,90,3,279,2024/10/01,00064,00046
00767,60,0,273,2024/11/01,00064,00046
00768,90,2,271,2024/12/01,00064,00046
00769,70,2,52,2024/01/01,00065,00017
00770,90,0,43,2024/02/01,00065,00017
00771,80,1,39,2024/03/01,00065,00017
00772,100,2,42,2024/04/01,00065,00017
00773,70,0,40,2024/05/01,00065,00017
00774,80,0,90,2024/06/01,00065,00017
00775,90,2,72,2024/07/01,00065,00017
00776,90,0,74,2024/08/01,00065,00017
00777,30,0,74,2024/09/01,00065,00017
00778,30,4,78,2024/10/01,00065,00017
00779,50,0,74,2024/11/01,00065,00017
00780,100,0,74,2024/12/01,00065,00017
00781,80,5,155,2024/01/01,00066,00016
00782,60,4,156,2024/02/01,00066,00016
00783,40,0,151,2024/03/01,00066,00016
00784,30,1,145,2024/04/01,00066,00016
00785,40,0,146,2024/05/01,00066,00016
00786,100,0,296,2024/06/01,00066,00016
00787,80,0,296,2024/07/01,00066,00016
00788,100,0,296,2024/08/01,00066,00016
00789,80,0,281,2024/09/01,00066,00016
00790,50,0,281,2024/10/01,00066,00016
00791,80,0,281,2024/11/01,00066,00016
00792,30,1,282,2024/12/01,00066,00016
00793,50,0,250,2024/01/01,00067,00086
00794,30,0,250,2024/02/01,00067,00086
00795,100,5,255,2024/03/01,00067,00086
00796,40,5,250,2024/04/01,00067,00086
00797,30,8,249,2024/05/01,00067,00086
00798,70,0,494,2024/06/01,00067,00086
00799,40,0,494,2024/07/01,00067,00086
00800,60,9,495,2024/08/01,00067,00086
00801,40,7,474,2024/09/01,00067,00086
00802,70,0,457,2024/10/01,00067,00086
00803,70,0,457,2024/11/01,00067,00086
00804,30,8,465,2024/12/01,00067,00086
00805,80,0,50,2024/01/01,00068,00029
00806,50,0,50,2024/02/01,00068,00029
00807,70,0,50,2024/03/01,00068,00029
00808,30,3,53,2024/04/01,00068,00029
00809,80,3,36,2024/05/01,00068,00029
00810,50,2,84,2024/06/01,00068,00029
00811,100,0,86,2024/07/01,00068,00029
00812,50,9,80,2024/08/01,00068,00029
00813,50,3,92,2024/09/01,00068,00029
00814,100,0,90,2024/10/01,00068,00029
00815,70,0,90,2024/11/01,00068,00029
00816,40,0,90,2024/12/01,00068,00029
00817,80,3,53,2024/01/01,00069,00080
00818,50,1,50,2024/02/01,00069,00080
00819,50,0,48,2024/03/01,00069,00080
00820,90,0,48,2024/04/01,00069,00080
00821,50,6,54,2024/05/01,00069,00080
00822,50,0,93,2024/06/01,00069,00080
00823,60,1,94,2024/07/01,00069,00080
00824,40,2,84,2024/08/01,00069,00080
00825,30,3,89,2024/09/01,00069,00080
00826,70,0,82,2024/10/01,00069,00080
00827,70,0,82,2024/11/01,00069,00080
00828,90,0,82,2024/12/01,00069,00080
00829,90,1,51,2024/01/01,00070,00044
00830,90,0,47,2024/02/01,00070,00044
00831,30,0,47,2024/03/01,00070,00044
00832,30,0,47,2024/04/01,00070,00044
00833,30,9,41,2024/05/01,00070,00044
00834,70,0,100,2024/06/01,00070,00044
00835,80,0,100,2024/07/01,00070,00044
00836,100,0,100,2024/08/01,00070,00044
00837,90,0,100,2024/09/01,00070,00044
00838,70,3,95,2024/10/01,00070,00044
00839,30,5,103,2024/11/01,00070,00044
00840,60,5,102,2024/12/01,00070,00044
00841,90,4,54,2024/01/01,00071,00022
00842,70,4,49,2024/02/01,00071,00022
00843,40,7,52,2024/03/01,00071,00022
00844,100,6,56,2024/04/01,00071,00022
00845,80,0,49,2024/05/01,00071,00022
00846,30,0,99,2024/06/01,00071,00022
00847,80,10,102,2024/07/01,00071,00022
00848,100,1,98,2024/08/01,00071,00022
00849,40,4,103,2024/09/01,00071,00022
00850,40,2,80,2024/10/01,00071,00022
00851,60,8,75,2024/11/01,00071,00022
00852,60,0,72,2024/12/01,00071,00022
00853,100,0,50,2024/01/01,00072,00004
00854,90,6,46,2024/02/01,00072,00004
00855,40,10,62,2024/03/01,00072,00004
00856,50,1,55,2024/04/01,00072,00004
00857,70,3,39,2024/05/01,00072,00004
00858,90,5,92,2024/06/01,00072,00004
00859,30,0,81,2024/07/01,00072,00004
00860,90,2,67,2024/08/01,00072,00004
00861,60,0,69,2024/09/01,00072,00004
00862,70,0,69,2024/10/01,00072,00004
00863,40,1,70,2024/11/01,00072,00004
00864,30,1,65,2024/12/01,00072,00004
00865,60,0,50,2024/01/01,00073,00007
00866,40,3,47,2024/02/01,00073,00007
00867,70,12,49,2024/03/01,00073,00007
00868,90,1,39,2024/04/01,00073,00007
00869,80,0,36,2024/05/01,00073,00007
00870,40,9,95,2024/06/01,00073,00007
00871,100,1,82,2024/07/01,00073,00007
00872,90,6,78,2024/08/01,00073,00007
00873,90,10,72,2024/09/01,00073,00007
00874,50,0,75,2024/10/01,00073,00007
00875,60,2,66,2024/11/01,00073,00007
00876,90,0,63,2024/12/01,00073,00007
00877,30,0,50,2024/01/01,00074,00019
00878,100,7,57,2024/02/01,00074,00019
00879,60,0,53,2024/03/01,00074,00019
00880,100,2,55,2024/04/01,00074,00019
00881,30,0,44,2024/05/01,00074,00019
00882,30,0,94,2024/06/01,00074,00019
00883,40,1,95,2024/07/01,00074,00019
00884,40,0,90,2024/08/01,00074,00019
00885,70,0,90,2024/09/01,00074,00019
00886,50,0,90,2024/10/01,00074,00019
00887,80,0,90,2024/11/01,00074,00019
00888,90,0,77,2024/12/01,00074,00019
00889,50,1,251,2024/01/01,00075,00028
00890,60,0,226,2024/02/01,00075,00028
00891,50,0,226,2024/03/01,00075,00028
00892,30,0,226,2024/04/01,00075,00028
00893,80,0,226,2024/05/01,00075,00028
00894,70,2,478,2024/06/01,00075,00028
00895,60,5,473,2024/07/01,00075,00028
00896,40,6,469,2024/08/01,00075,00028
00897,100,0,453,2024/09/01,00075,00028
00898,70,2,449,2024/10/01,00075,00028
00899,60,3,437,2024/11/01,00075,00028
00900,60,9,437,2024/12/01,00075,00028
00901,50,0,150,2024/01/01,00076,00063
00902,80,3,153,2024/02/01,00076,00063
00903,80,11,145,2024/03/01,00076,00063
00904,60,0,141,2024/04/01,00076,00063
00905,90,1,142,2024/05/01,00076,00063
00906,50,7,289,2024/06/01,00076,00063
00907,40,0,288,2024/07/01,00076,00063
00908,90,2,286,2024/08/01,00076,00063
00909,60,0,288,2024/09/01,00076,00063
00910,40,1,286,2024/10/01,00076,00063
00911,100,9,282,2024/11/01,00076,00063
00912,60,4,274,2024/12/01,00076,00063
00913,30,0,50,2024/01/01,00077,00087
00914,70,1,43,2024/02/01,00077,00087
00915,40,4,37,2024/03/01,00077,00087
00916,90,0,41,2024/04/01,00077,00087
00917,30,0,41,2024/05/01,00077,00087
00918,60,0,91,2024/06/01,00077,00087
00919,100,14,102,2024/07/01,00077,00087
00920,30,0,91,2024/08/01,00077,00087
00921,30,2,93,2024/09/01,00077,00087
00922,30,2,89,2024/10/01,00077,00087
00923,50,0,88,2024/11/01,00077,00087
00924,60,0,88,2024/12/01,00077,00087
00925,100,3,153,2024/01/01,00078,00011
00926,60,1,132,2024/02/01,00078,00011
00927,90,9,135,2024/03/01,00078,00011
00928,100,0,124,2024/04/01,00078,00011
00929,90,0,124,2024/05/01,00078,00011
00930,40,6,280,2024/06/01,00078,00011
00931,60,0,275,2024/07/01,00078,00011
00932,70,0,275,2024/08/01,00078,00011
00933,40,0,271,2024/09/01,00078,00011
00934,60,0,261,2024/10/01,00078,00011
00935,80,0,261,2024/11/01,00078,00011
00936,70,0,261,2024/12/01,00078,00011
00937,50,7,57,2024/01/01,00079,00090
00938,70,0,53,2024/02/01,00079,00090
00939,70,4,50,2024/03/01,00079,00090
00940,30,0,51,2024/04/01,00079,00090
00941,100,5,56,2024/05/01,00079,00090
00942,40,0,99,2024/06/01,00079,00090
00943,80,0,93,2024/07/01,00079,00090
00944,60,0,93,2024/08/01,00079,00090
00945,60,4,97,2024/09/01,00079,00090
00946,90,0,91,2024/10/01,00079,00090
00947,30,0,91,2024/11/01,00079,00090
00948,50,0,75,2024/12/01,00079,00090
00949,50,0,50,2024/01/01,00080,00048
00950,80,9,59,2024/02/01,00080,00048
00951,40,4,52,2024/03/01,00080,00048
00952,80,0,42,2024/04/01,00080,00048
00953,70,2,29,2024/05/01,00080,00048
00954,80,3,78,2024/06/01,00080,00048
00955,40,0,73,2024/07/01,00080,00048
00956,50,0,73,2024/08/01,00080,00048
00957,80,14,87,2024/09/01,00080,00048
00958,90,0,79,2024/10/01,00080,00048
00959,80,0,79,2024/11/01,00080,00048
00960,100,5,72,2024/12/01,00080,00048
00961,50,3,53,2024/01/01,00081,00055
00962,50,0,33,2024/02/01,00081,00055
00963,90,2,35,2024/03/01,00081,00055
00964,60,0,31,2024/04/01,00081,00055
00965,40,13,35,2024/05/01,00081,00055
00966,60,8,93,2024/06/01,00081,00055
00967,70,7,87,2024/07/01,00081,00055
00968,90,0,83,2024/08/01,00081,00055
00969,60,1,84,2024/09/01,00081,00055
00970,70,9,83,2024/10/01,00081,00055
00971,50,0,78,2024/11/01,00081,00055
00972,90,2,66,2024/12/01,00081,00055
00973,60,3,53,2024/01/01,00082,00045
00974,80,3,38,2024/02/01,00082,00045
00975,100,0,37,2024/03/01,00082,00045
00976,50,11,26,2024/04/01,00082,00045
00977,50,8,21,2024/05/01,00082,00045
00978,100,0,76,2024/06/01,00082,00045
00979,100,0,76,2024/07/01,00082,00045
00980,90,0,76,2024/08/01,00082,00045
00981,50,0,76,2024/09/01,00082,00045
00982,50,0,72,2024/10/01,00082,00045
00983,50,0,72,2024/11/01,00082,00045
00984,30,0,72,2024/12/01,00082,00045
00985,30,0,250,2024/01/01,00083,00034
00986,100,7,245,2024/02/01,00083,00034
00987,60,0,242,2024/03/01,00083,00034
00988,40,0,242,2024/04/01,00083,00034
00989,60,3,236,2024/05/01,00083,00034
00990,90,4,483,2024/06/01,00083,00034
00991,60,0,474,2024/07/01,00083,00034
00992,70,0,474,2024/08/01,00083,00034
00993,70,0,465,2024/09/01,00083,00034
00994,80,0,461,2024/10/01,00083,00034
00995,50,0,461,2024/11/01,00083,00034
00996,70,0,461,2024/12/01,00083,00034
00997,90,0,150,2024/01/01,00084,00049
00998,40,13,155,2024/02/01,00084,00049
00999,30,1,148,2024/03/01,00084,00049
01000,60,0,141,2024/04/01,00084,00049
01001,80,0,141,2024/05/01,00084,00049
01002,80,1,292,2024/06/01,00084,00049
01003,30,4,290,2024/07/01,00084,00049
01004,70,0,283,2024/08/01,00084,00049
01005,100,1,276,2024/09/01,00084,00049
01006,50,0,277,2024/10/01,00084,00049
01007,70,1,278,2024/11/01,00084,00049
01008,50,2,269,2024/12/01,00084,00049
01009,50,1,51,2024/01/01,00085,00088
01010,30,3,43,2024/02/01,00085,00088
01011,30,0,41,2024/03/01,00085,00088
01012,60,0,41,2024/04/01,00085,00088
01013,70,0,41,2024/05/01,00085,00088
01014,30,0,91,2024/06/01,00085,00088
01015,70,0,91,2024/07/01,00085,00088
01016,30,0,91,2024/08/01,00085,00088
01017,30,0,85,2024/09/01,00085,00088
01018,40,0,85,2024/10/01,00085,00088
01019,80,0,85,2024/11/01,00085,00088
01020,60,0,76,2024/12/01,00085,00088
01021,60,0,250,2024/01/01,00086,00052
01022,80,0,250,2024/02/01,00086,00052
01023,70,1,251,2024/03/01,00086,00052
01024,40,0,245,2024/04/01,00086,00052
01025,100,9,254,2024/05/01,00086,00052
01026,30,0,491,2024/06/01,00086,00052
01027,80,2,490,2024/07/01,00086,00052
01028,100,0,490,2024/08/01,00086,00052
01029,80,0,490,2024/09/01,00086,00052
01030,60,0,490,2024/10/01,00086,00052
01031,40,0,490,2024/11/01,00086,00052
01032,90,0,490,2024/12/01,00086,00052
01033,40,0,150,2024/01/01,00087,00039
01034,80,1,140,2024/02/01,00087,00039
01035,30,0,141,2024/03/01,00087,00039
01036,70,2,143,2024/04/01,00087,00039
01037,90,7,137,2024/05/01,00087,00039
01038,70,4,285,2024/06/01,00087,00039
01039,30,16,285,2024/07/01,00087,00039
01040,90,10,294,2024/08/01,00087,00039
01041,90,4,272,2024/09/01,00087,00039
01042,90,7,283,2024/10/01,00087,00039
01043,90,3,270,2024/11/01,00087,00039
01044,90,0,265,2024/12/01,00087,00039
01045,40,0,50,2024/01/01,00088,00027
01046,100,11,44,2024/02/01,00088,00027
01047,50,0,45,2024/03/01,00088,00027
01048,40,0,45,2024/04/01,00088,00027
01049,50,3,42,2024/05/01,00088,00027
01050,100,8,93,2024/06/01,00088,00027
01051,50,0,89,2024/07/01,00088,00027
01052,40,0,84,2024/08/01,00088,00027
01053,60,2,86,2024/09/01,00088,00027
01054,90,0,73,2024/10/01,00088,00027
01055,70,0,73,2024/11/01,00088,00027
01056,50,7,70,2024/12/01,00088,00027
01057,60,0,50,2024/01/01,00089,00020
01058,100,0,50,2024/02/01,00089,00020
01059,30,22,63,2024/03/01,00089,00020
01060,80,0,52,2024/04/01,00089,00020
01061,30,1,53,2024/05/01,00089,00020
01062,100,0,90,2024/06/01,00089,00020
01063,60,0,90,2024/07/01,00089,00020
01064,100,4,88,2024/08/01,00089,00020
01065,40,2,84,2024/09/01,00089,00020
01066,30,4,82,2024/10/01,00089,00020
01067,50,8,88,2024/11/01,00089,00020
01068,90,0,83,2024/12/01,00089,00020
01069,70,0,50,2024/01/01,00090,00040
01070,90,2,46,2024/02/01,00090,00040
01071,40,0,48,2024/03/01,00090,00040
01072,30,2,50,2024/04/01,00090,00040
01073,30,0,42,2024/05/01,00090,00040
01074,60,0,92,2024/06/01,00090,00040
01075,40,6,86,2024/07/01,00090,00040
01076,40,1,84,2024/08/01,00090,00040
01077,100,0,80,2024/09/01,00090,00040
01078,40,5,64,2024/10/01,00090,00040
01079,90,5,61,2024/11/01,00090,00040
01080,100,0,66,2024/12/01,00090,00040
01081,70,2,152,2024/01/01,00091,00084
01082,100,0,146,2024/02/01,00091,00084
01083,50,0,146,2024/03/01,00091,00084
01084,70,7,153,2024/04/01,00091,00084
01085,30,0,134,2024/05/01,00091,00084
01086,80,2,280,2024/06/01,00091,00084
01087,90,0,278,2024/07/01,00091,00084
01088,100,8,274,2024/08/01,00091,00084
01089,30,0,282,2024/09/01,00091,00084
01090,60,8,279,2024/10/01,00091,00084
01091,70,0,287,2024/11/01,00091,00084
01092,60,0,287,2024/12/01,00091,00084
01093,80,3,153,2024/01/01,00092,00089
01094,50,4,130,2024/02/01,00092,00089
01095,40,10,144,2024/03/01,00092,00089
01096,60,5,145,2024/04/01,00092,00089
01097,100,0,138,2024/05/01,00092,00089
01098,70,0,288,2024/06/01,00092,00089
01099,70,1,289,2024/07/01,00092,00089
01100,70,0,286,2024/08/01,00092,00089
01101,60,3,289,2024/09/01,00092,00089
01102,90,2,287,2024/10/01,00092,00089
01103,30,0,271,2024/11/01,00092,00089
01104,90,0,271,2024/12/01,00092,00089
01105,70,0,50,2024/01/01,00093,00067
01106,30,8,41,2024/02/01,00093,00067
01107,50,0,35,2024/03/01,00093,00067
01108,40,6,41,2024/04/01,00093,00067
01109,50,5,31,2024/05/01,00093,00067
01110,70,0,83,2024/06/01,00093,00067
01111,30,5,72,2024/07/01,00093,00067
01112,100,0,70,2024/08/01,00093,00067
01113,50,7,77,2024/09/01,00093,00067
01114,40,1,69,2024/10/01,00093,00067
01115,40,0,63,2024/11/01,00093,00067
01116,30,3,47,2024/12/01,00093,00067
01117,100,3,153,2024/01/01,00094,00081
01118,90,2,138,2024/02/01,00094,00081
01119,80,7,147,2024/03/01,00094,00081
01120,60,0,145,2024/04/01,00094,00081
01121,90,9,134,2024/05/01,00094,00081
01122,70,1,294,2024/06/01,00094,00081
01123,70,7,298,2024/07/01,00094,00081
01124,40,0,296,2024/08/01,00094,00081
01125,100,0,296,2024/09/01,00094,00081
01126,80,6,298,2024/10/01,00094,00081
01127,80,0,292,2024/11/01,00094,00081
01128,50,0,284,2024/12/01,00094,00081
01129,80,0,50,2024/01/01,00095,00092
01130,50,2,39,2024/02/01,00095,00092
01131,80,10,41,2024/03/01,00095,00092
01132,60,0,41,2024/04/01,00095,00092
01133,80,5,30,2024/05/01,00095,00092
01134,30,0,85,2024/06/01,00095,00092
01135,50,2,87,2024/07/01,00095,00092
01136,50,0,80,2024/08/01,00095,00092
01137,60,0,80,2024/09/01,00095,00092
01138,70,0,80,2024/10/01,00095,00092
01139,80,5,61,2024/11/01,00095,00092
01140,30,0,66,2024/12/01,00095,00092
01141,30,0,50,2024/01/01,00096,00069
01142,30,5,55,2024/02/01,00096,00069
01143,80,0,44,2024/03/01,00096,00069
01144,100,1,45,2024/04/01,00096,00069
01145,50,3,45,2024/05/01,00096,00069
01146,60,2,92,2024/06/01,00096,00069
01147,100,1,91,2024/07/01,00096,00069
01148,100,3,89,2024/08/01,00096,00069
01149,40,9,86,2024/09/01,00096,00069
01150,100,0,88,2024/10/01,00096,00069
01151,80,5,93,2024/11/01,00096,00069
01152,40,0,87,2024/12/01,00096,00069
01153,50,0,50,2024/01/01,00097,00007
01154,80,0,45,2024/02/01,00097,00007
01155,60,0,45,2024/03/01,00097,00007
01156,80,5,39,2024/04/01,00097,00007
01157,40,1,30,2024/05/01,00097,00007
01158,80,0,81,2024/06/01,00097,00007
01159,60,0,81,2024/07/01,00097,00007
01160,100,6,73,2024/08/01,00097,00007
01161,30,8,63,2024/09/01,00097,00007
01162,80,0,56,2024/10/01,00097,00007
01163,70,26,68,2024/11/01,00097,00007
01164,90,0,52,2024/12/01,00097,00007
01165,90,0,50,2024/01/01,00098,00019
01166,40,0,37,2024/02/01,00098,00019
01167,60,4,31,2024/03/01,00098,00019
01168,80,2,37,2024/04/01,00098,00019
01169,80,0,32,2024/05/01,00098,00019
01170,100,0,82,2024/06/01,00098,00019
01171,90,0,82,2024/07/01,00098,00019
01172,30,0,82,2024/08/01,00098,00019
01173,70,7,79,2024/09/01,00098,00019
01174,60,1,83,2024/10/01,00098,00019
01175,70,0,84,2024/11/01,00098,00019
01176,100,1,85,2024/12/01,00098,00019
01177,100,0,150,2024/01/01,00099,00028
01178,80,8,154,2024/02/01,00099,00028
01179,100,9,154,2024/03/01,00099,00028
01180,60,0,150,2024/04/01,00099,00028
01181,50,0,150,2024/05/01,00099,00028
01182,80,0,294,2024/06/01,00099,00028
01183,80,0,294,2024/07/01,00099,00028
01184,80,0,294,2024/08/01,00099,00028
01185,40,0,288,2024/09/01,00099,00028
01186,40,4,292,2024/10/01,00099,00028
01187,70,13,298,2024/11/01,00099,00028
01188,60,1,286,2024/12/01,00099,00028
01189,40,5,155,2024/01/01,00100,00063
01190,70,1,148,2024/02/01,00100,00063
01191,70,0,139,2024/03/01,00100,00063
01192,60,3,142,2024/04/01,00100,00063
01193,60,4,138,2024/05/01,00100,00063
01194,70,0,285,2024/06/01,00100,00063
01195,40,3,288,2024/07/01,00100,00063
01196,60,0,284,2024/08/01,00100,00063
01197,90,7,291,2024/09/01,00100,00063
01198,40,0,285,2024/10/01,00100,00063
01199,80,0,285,2024/11/01,00100,00063
01200,100,0,285,2024/12/01,00100,00063
01201,50,1,151,2024/01/01,00101,00087
01202,50,0,142,2024/02/01,00101,00087
01203,90,0,142,2024/03/01,00101,00087
01204,30,4,146,2024/04/01,00101,00087
01205,100,0,144,2024/05/01,00101,00087
01206,100,0,294,2024/06/01,00101,00087
01207,90,0,294,2024/07/01,00101,00087
01208,90,0,294,2024/08/01,00101,00087
01209,60,0,294,2024/09/01,00101,00087
01210,40,6,300,2024/10/01,00101,00087
01211,60,4,284,2024/11/01,00101,00087
01212,50,0,276,2024/12/01,00101,00087
01213,80,7,257,2024/01/01,00102,00021
01214,30,0,254,2024/02/01,00102,00021
01215,70,15,247,2024/03/01,00102,00021
01216,60,5,267,2024/04/01,00102,00021
01217,40,0,263,2024/05/01,00102,00021
01218,30,0,506,2024/06/01,00102,00021
01219,100,1,507,2024/07/01,00102,00021
01220,40,0,503,2024/08/01,00102,00021
01221,50,0,503,2024/09/01,00102,00021
01222,60,0,503,2024/10/01,00102,00021
01223,60,1,504,2024/11/01,00102,00021
01224,60,7,506,2024/12/01,00102,00021
01225,100,0,50,2024/01/01,00103,00025
01226,90,3,53,2024/02/01,00103,00025
01227,70,4,49,2024/03/01,00103,00025
01228,60,0,47,2024/04/01,00103,00025
01229,80,1,34,2024/05/01,00103,00025
01230,80,0,76,2024/06/01,00103,00025
01231,70,5,81,2024/07/01,00103,00025
01232,50,9,63,2024/08/01,00103,00025
01233,30,0,67,2024/09/01,00103,00025
01234,50,0,67,2024/10/01,00103,00025
01235,50,0,67,2024/11/01,00103,00025
01236,50,0,67,2024/12/01,00103,00025
01237,100,2,252,2024/01/01,00104,00083
01238,60,0,248,2024/02/01,00104,00083
01239,90,0,248,2024/03/01,00104,00083
01240,40,0,248,2024/04/01,00104,00083
01241,60,0,248,2024/05/01,00104,00083
01242,80,0,498,2024/06/01,00104,00083
01243,40,0,498,2024/07/01,00104,00083
01244,30,3,501,2024/08/01,00104,00083
01245,50,3,502,2024/09/01,00104,00083
01246,60,0,494,2024/10/01,00104,00083
01247,90,1,495,2024/11/01,00104,00083
01248,40,0,490,2024/12/01,00104,00083
01249,40,0,50,2024/01/01,00105,00038
01250,40,0,50,2024/02/01,00105,00038
01251,100,0,50,2024/03/01,00105,00038
01252,70,0,50,2024/04/01,00105,00038
01253,40,0,43,2024/05/01,00105,00038
01254,90,1,90,2024/06/01,00105,00038
01255,50,0,91,2024/07/01,00105,00038
01256,30,1,92,2024/08/01,00105,00038
01257,100,0,86,2024/09/01,00105,00038
01258,40,4,83,2024/10/01,00105,00038
01259,60,6,81,2024/11/01,00105,00038
01260,90,2,82,2024/12/01,00105,00038
01261,90,0,150,2024/01/01,00106,00008
01262,60,1,142,2024/02/01,00106,00008
01263,90,5,148,2024/03/01,00106,00008
01264,80,0,141,2024/04/01,00106,00008
01265,80,1,142,2024/05/01,00106,00008
01266,80,0,286,2024/06/01,00106,00008
