UniqueProductID,CustomerID,ReturnProductID,SupplierID,ReturnDate,ReturnQuantity,TotalReturn
00605,00400,00037,00031,2024/07/14,5,150
00606,00528,00247,00080,2024/05/15,9,450
00607,00301,00064,00046,2024/10/25,1,90
00608,00446,00135,00006,2024/11/22,9,810
00609,00782,00156,00005,2024/11/03,4,320
00610,00777,00029,00099,2024/11/13,5,150
00611,00032,00268,00080,2024/07/17,7,420
00612,00368,00046,00043,2024/08/07,10,1000
00613,00425,00185,00012,2024/01/04,10,300
00614,00201,00190,00026,2024/07/15,10,300
00615,00840,00089,00020,2024/03/12,10,400
00616,00584,00178,00008,2024/01/08,6,300
00617,00860,00299,00047,2024/08/03,10,700
00618,00124,00282,00092,2024/10/07,5,250
00619,00829,00236,00009,2024/02/29,2,140
00620,00500,00271,00046,2024/09/13,2,60
00621,00045,00209,00084,2024/10/06,4,160
00622,00804,00141,00036,2024/09/14,5,200
00623,00192,00154,00031,2024/07/01,5,350
00624,00399,00037,00031,2024/11/13,1,100
00625,00514,00066,00016,2024/12/23,3,210
00626,00361,00192,00035,2024/04/06,3,90
00627,00503,00106,00008,2024/08/26,3,240
00628,00500,00128,00097,2024/11/26,5,150
00629,00758,00280,00067,2024/10/22,6,420
00630,00851,00057,00031,2024/08/15,10,800
00631,00882,00022,00073,2024/10/15,1,80
00632,00593,00001,00010,2024/09/26,7,700
00633,00573,00093,00067,2024/05/21,1,60
00634,00381,00114,00077,2024/12/30,5,400
00635,00181,00109,00064,2024/03/10,10,500
00636,00381,00039,00005,2024/03/17,9,270
00637,00451,00067,00086,2024/09/20,8,240
00638,00988,00177,00038,2024/05/12,2,100
00639,00891,00138,00053,2024/11/01,9,450
00640,00412,00134,00058,2024/06/30,9,270
00641,00769,00121,00003,2024/07/08,6,240
00642,00294,00034,00051,2024/10/21,5,450
00643,00122,00084,00049,2024/06/20,2,100
00644,00926,00025,00037,2024/08/01,4,400
00645,00428,00224,00027,2024/07/28,7,630
00646,00080,00054,00051,2024/07/03,2,160
00647,00931,00095,00092,2024/05/03,1,100
00648,00855,00047,00062,2024/06/18,2,80
00649,00887,00148,00001,2024/07/08,2,160
00650,00747,00211,00067,2024/09/26,7,350
00651,00343,00242,00098,2024/06/08,8,720
00652,00790,00134,00058,2024/04/20,4,320
00653,00352,00284,00007,2024/01/17,1,90
00654,00209,00296,00075,2024/11/28,4,320
00655,00323,00228,00013,2024/09/28,3,150
00656,00569,00048,00056,2024/06/09,8,240
00657,00825,00049,00099,2024/12/31,10,300
00658,00018,00123,00038,2024/02/09,5,300
00659,00001,00087,00039,2024/10/21,9,630
00660,00757,00205,00030,2024/11/28,2,160
00661,00385,00024,00036,2024/10/25,8,480
00662,00116,00057,00031,2024/03/18,2,60
00663,00611,00288,00087,2024/12/15,3,150
00664,00135,00200,00087,2024/07/26,10,800
00665,00244,00028,00056,2024/12/18,3,270
00666,00145,00012,00078,2024/06/19,1,90
00667,00693,00221,00088,2024/08/30,1,100
00668,00541,00051,00001,2024/03/02,1,60
00669,00058,00047,00062,2024/08/22,7,630
00670,00045,00292,00096,2024/01/17,3,240
00671,00292,00064,00046,2024/06/03,8,800
00672,00434,00076,00063,2024/11/20,7,420
00673,00055,00074,00019,2024/11/30,10,1000
00674,00763,00153,00098,2024/02/13,3,180
00675,00140,00188,00058,2024/10/17,4,280
00676,00853,00150,00066,2024/04/19,6,600
00677,00720,00089,00020,2024/07/23,2,100
00678,00371,00084,00049,2024/02/05,7,210
00679,00877,00033,00066,2024/09/21,3,90
00680,00919,00221,00088,2024/07/05,1,50
00681,00616,00220,00049,2024/04/16,5,250
00682,00968,00278,00022,2024/05/17,5,450
00683,00476,00031,00001,2024/06/10,7,560
00684,00519,00248,00042,2024/10/20,9,900
00685,00425,00142,00037,2024/01/27,6,420
00686,00441,00155,00070,2024/07/16,4,200
00687,00811,00100,00063,2024/04/03,6,420
00688,00203,00298,00014,2024/12/16,4,240
00689,00193,00176,00010,2024/03/25,2,120
00690,00493,00136,00026,2024/06/14,2,100
00691,00983,00083,00034,2024/01/23,2,200
00692,00954,00198,00028,2024/09/09,1,100
00693,00542,00028,00056,2024/06/16,4,360
00694,00608,00278,00022,2024/12/31,5,400
00695,00936,00156,00005,2024/06/08,6,300
00696,00472,00048,00056,2024/01/29,5,400
00697,00826,00073,00007,2024/07/10,1,30
00698,00828,00085,00088,2024/01/18,8,800
00699,00472,00013,00058,2024/07/09,7,350
00700,00826,00202,00025,2024/12/17,5,200
00701,00294,00055,00072,2024/08/13,5,500
00702,00781,00181,00074,2024/11/17,6,180
00703,00067,00073,00007,2024/09/16,5,250
00704,00188,00275,00029,2024/06/27,9,810
00705,00384,00257,00009,2024/08/15,10,800
00706,00859,00098,00019,2024/12/17,2,180
00707,00547,00014,00006,2024/08/22,8,400
00708,00592,00096,00069,2024/02/19,3,120
00709,00099,00064,00046,2024/10/03,7,560
00710,00164,00215,00090,2024/07/26,6,300
00711,00042,00094,00081,2024/10/28,9,540
00712,00804,00299,00047,2024/12/04,1,30
00713,00108,00055,00072,2024/09/14,10,500
00714,00464,00236,00009,2024/02/22,9,900
00715,00779,00128,00097,2024/11/16,8,560
00716,00283,00139,00003,2024/05/14,1,60
00717,00001,00166,00068,2024/06/06,6,480
00718,00854,00111,00015,2024/03/22,7,630
00719,00240,00279,00004,2024/10/16,9,720
00720,00690,00075,00028,2024/10/24,5,250
00721,00957,00289,00021,2024/10/17,4,160
00722,00549,00282,00092,2024/11/05,9,360
00723,00299,00197,00019,2024/06/13,10,600
00724,00034,00159,00050,2024/09/13,9,450
00725,00763,00243,00031,2024/06/30,7,630
00726,00683,00291,00083,2024/03/03,3,270
00727,00254,00074,00019,2024/07/20,1,30
00728,00119,00230,00047,2024/05/28,6,600
00729,00766,00026,00043,2024/12/21,6,420
00730,00259,00099,00028,2024/11/26,9,900
00731,00433,00220,00049,2024/11/09,1,30
00732,00924,00228,00013,2024/04/29,4,120
00733,00497,00253,00043,2024/05/03,2,140
00734,00636,00195,00069,2024/03/03,6,240
00735,00719,00086,00052,2024/05/12,1,50
00736,00526,00285,00019,2024/10/27,6,180
00737,00518,00287,00063,2024/02/06,9,360
00738,00055,00132,00077,2024/04/29,8,240
00739,00835,00154,00031,2024/12/03,5,200
00740,00046,00005,00065,2024/11/04,9,540
00741,00990,00199,00063,2024/03/19,2,140
00742,00383,00197,00019,2024/04/06,4,200
00743,00155,00288,00087,2024/02/26,8,640
00744,00192,00007,00097,2024/03/02,6,600
00745,00963,00108,00050,2024/05/02,4,120
00746,00698,00217,00055,2024/10/19,2,80
00747,00107,00079,00090,2024/11/20,3,120
00748,00459,00177,00038,2024/04/21,9,450
00749,00149,00148,00001,2024/03/20,3,150
00750,00507,00037,00031,2024/08/14,6,480
00751,00990,00231,00018,2024/06/12,3,270
00752,00523,00281,00081,2024/09/23,4,400
00753,00316,00294,00071,2024/03/15,8,560
00754,00746,00268,00080,2024/09/17,2,60
00755,00232,00232,00043,2024/08/25,1,70
00756,00027,00205,00030,2024/11/27,7,210
00757,00662,00010,00012,2024/07/14,6,180
00758,00527,00159,00050,2024/07/24,6,540
00759,00316,00204,00096,2024/10/03,8,720
00760,00894,00020,00023,2024/07/26,8,720
00761,00390,00062,00042,2024/10/19,5,300
00762,00712,00183,00068,2024/05/17,8,400
00763,00087,00164,00074,2024/11/09,3,240
00764,00531,00090,00040,2024/09/20,5,450
00765,00391,00274,00086,2024/12/30,3,120
00766,00155,00171,00058,2024/08/12,2,140
00767,00260,00174,00041,2024/10/24,3,120
00768,00801,00231,00018,2024/10/04,10,400
00769,00659,00216,00048,2024/11/13,9,540
00770,00567,00187,00078,2024/06/12,3,210
00771,00821,00081,00055,2024/10/11,10,800
00772,00197,00206,00071,2024/12/22,10,400
00773,00520,00071,00022,2024/10/26,6,300
00774,00104,00286,00028,2024/06/02,2,160
00775,00726,00165,00097,2024/03/03,6,360
00776,00276,00209,00084,2024/07/03,5,300
00777,00995,00298,00014,2024/01/19,3,300
00778,00807,00137,00041,2024/03/06,2,160
00779,00768,00164,00074,2024/05/20,3,300
00780,00285,00166,00068,2024/05/13,2,60
00781,00345,00128,00097,2024/06/28,8,720
00782,00463,00281,00081,2024/06/15,1,70
00783,00849,00006,00074,2024/08/11,8,640
00784,00022,00202,00025,2024/02/29,7,350
00785,00188,00209,00084,2024/08/02,10,800
00786,00905,00155,00070,2024/06/15,10,1000
00787,00108,00017,00085,2024/10/17,3,300
00788,00005,00162,00015,2024/01/22,2,80
00789,00466,00072,00004,2024/03/25,3,270
00790,00822,00259,00024,2024/09/02,7,560
00791,00606,00197,00019,2024/08/14,4,320
00792,00096,00067,00086,2024/04/06,9,630
00793,00069,00166,00068,2024/09/27,6,420
00794,00847,00191,00041,2024/03/16,9,720
00795,00512,00036,00098,2024/05/06,9,270
00796,00056,00095,00092,2024/02/05,9,810
00797,00773,00291,00083,2024/01/14,6,540
00798,00246,00273,00016,2024/04/05,4,320
00799,00940,00280,00067,2024/06/23,8,400
00800,00053,00145,00056,2024/05/21,9,360
00801,00738,00080,00048,2024/06/23,5,350
00802,00747,00264,00031,2024/05/31,6,240
00803,00679,00119,00041,2024/01/26,6,540
00804,00941,00141,00036,2024/05/26,1,70
00805,00126,00020,00023,2024/03/28,3,180
00806,00003,00175,00037,2024/12/09,1,30
00807,00418,00245,00005,2024/04/15,2,120
00808,00078,00290,00025,2024/01/02,8,800
00809,00199,00222,00052,2024/09/29,10,400
00810,00531,00078,00011,2024/02/26,2,80
00811,00770,00097,00007,2024/08/28,2,60
00812,00401,00154,00031,2024/10/29,5,200
00813,00702,00186,00077,2024/09/28,10,500
00814,00412,00287,00063,2024/12/17,3,270
00815,00509,00137,00041,2024/07/24,7,630
00816,00486,00018,00093,2024/05/12,8,800
00817,00682,00275,00029,2024/08/22,7,350
00818,00464,00087,00039,2024/07/07,3,150
00819,00810,00264,00031,2024/08/15,7,630
00820,00004,00208,00075,2024/08/06,9,540
00821,00112,00154,00031,2024/07/01,8,400
00822,00118,00007,00097,2024/11/13,6,480
00823,00270,00125,00091,2024/02/28,9,900
00824,00824,00194,00092,2024/12/15,6,240
00825,00294,00198,00028,2024/09/04,9,270
00826,00141,00114,00077,2024/04/07,3,270
00827,00320,00251,00017,2024/11/17,10,300
00828,00601,00259,00024,2024/09/08,3,120
00829,00455,00120,00053,2024/10/17,4,400
00830,00707,00010,00012,2024/11/14,5,450
00831,00611,00094,00081,2024/04/06,5,350
00832,00270,00268,00080,2024/10/01,6,300
00833,00371,00118,00026,2024/03/04,8,480
00834,00626,00005,00065,2024/04/30,1,60
00835,00927,00150,00066,2024/11/09,9,450
00836,00889,00282,00092,2024/11/30,5,400
00837,00190,00124,00008,2024/07/20,8,320
00838,00880,00093,00067,2024/12/14,7,350
00839,00457,00038,00070,2024/01/17,3,240
00840,01000,00075,00028,2024/07/26,3,270
00841,00994,00128,00097,2024/08/14,7,490
00842,00555,00150,00066,2024/08/24,4,120
00843,00927,00150,00066,2024/08/09,9,900
00844,00111,00203,00083,2024/09/27,9,810
00845,00212,00245,00005,2024/09/01,5,400
00846,00840,00177,00038,2024/03/28,7,490
00847,00092,00237,00001,2024/06/13,2,120
00848,00692,00206,00071,2024/12/15,10,500
00849,00062,00213,00092,2024/09/18,3,180
00850,00277,00236,00009,2024/03/07,4,200
00851,00402,00048,00056,2024/09/19,10,700
00852,00462,00087,00039,2024/08/18,9,360
00853,00158,00130,00002,2024/10/07,6,180
00854,00165,00182,00097,2024/12/23,9,900
00855,00009,00184,00002,2024/12/01,4,120
00856,00735,00083,00034,2024/01/31,6,420
00857,00179,00228,00013,2024/10/12,5,350
00858,00370,00076,00063,2024/05/29,3,300
00859,00754,00264,00031,2024/09/29,8,240
00860,00452,00219,00034,2024/03/04,1,80
00861,00160,00184,00002,2024/10/22,8,240
00862,00163,00031,00001,2024/06/10,1,100
00863,00758,00008,00068,2024/04/22,10,900
00864,00419,00235,00099,2024/11/27,8,560
00865,00193,00003,00008,2024/12/07,10,1000
00866,00596,00111,00015,2024/10/15,10,800
00867,00761,00107,00091,2024/09/28,4,160
00868,00294,00201,00021,2024/02/11,1,70
00869,00762,00088,00027,2024/12/08,7,560
00870,00465,00029,00099,2024/10/31,1,100
00871,00031,00011,00077,2024/05/02,6,240
00872,00677,00206,00071,2024/02/12,5,500
00873,00371,00012,00078,2024/05/01,2,100
00874,00576,00038,00070,2024/08/30,4,160
00875,00942,00197,00019,2024/03/05,1,90
00876,00375,00028,00056,2024/08/19,10,900
00877,00520,00269,00042,2024/07/10,5,250
00878,00486,00288,00087,2024/07/21,10,300
00879,00929,00108,00050,2024/10/13,5,500
00880,00258,00251,00017,2024/01/19,5,300
00881,00156,00079,00090,2024/09/21,7,490
00882,00849,00297,00013,2024/05/03,3,90
00883,00838,00232,00043,2024/08/29,9,630
00884,00129,00001,00010,2024/08/31,10,500
00885,00584,00274,00086,2024/11/20,6,360
00886,00415,00206,00071,2024/12/14,7,350
00887,00751,00106,00008,2024/08/20,2,120
00888,00269,00017,00085,2024/10/22,6,420
00889,00367,00258,00001,2024/10/05,5,150
00890,00962,00130,00002,2024/12/06,9,900
00891,00628,00251,00017,2024/08/19,5,200
00892,00053,00297,00013,2024/11/30,1,50
00893,00452,00174,00041,2024/03/29,2,80
00894,00508,00230,00047,2024/01/26,4,320
00895,00278,00088,00027,2024/06/22,10,800
00896,00186,00104,00083,2024/09/14,6,540
00897,00589,00035,00072,2024/01/24,7,210
00898,00084,00117,00006,2024/03/16,5,300
00899,00411,00115,00094,2024/12/16,9,900
00900,00239,00116,00058,2024/10/20,4,160
00901,00305,00051,00001,2024/07/12,6,240
00902,00621,00046,00043,2024/01/17,1,50
00903,00688,00157,00033,2024/05/20,2,160
00904,00634,00109,00064,2024/08/06,4,160
00905,00361,00204,00096,2024/10/29,8,240
00906,00224,00180,00065,2024/01/24,5,300
00907,00496,00083,00034,2024/05/09,6,420
00908,00376,00243,00031,2024/05/14,10,300
00909,00114,00184,00002,2024/02/10,10,900
00910,00295,00162,00015,2024/01/23,4,320
00911,00835,00180,00065,2024/05/06,1,60
00912,00414,00117,00006,2024/01/27,2,80
00913,00018,00132,00077,2024/09/11,2,60
00914,00036,00138,00053,2024/02/19,7,420
00915,00276,00114,00077,2024/11/08,8,720
00916,00717,00236,00009,2024/05/18,5,200
00917,00677,00074,00019,2024/12/29,1,100
00918,00795,00048,00056,2024/04/14,10,800
00919,00245,00172,00006,2024/11/03,5,250
00920,00972,00077,00087,2024/07/02,2,100
00921,00389,00247,00080,2024/04/13,8,800
00922,00921,00289,00021,2024/05/27,1,80
00923,00233,00131,00012,2024/01/25,3,180
00924,00237,00257,00009,2024/09/28,3,150
00925,00654,00272,00017,2024/02/14,8,320
00926,00327,00238,00024,2024/03/12,10,1000
00927,00642,00300,00018,2024/01/10,4,360
00928,00316,00176,00010,2024/06/13,8,240
00929,00729,00052,00024,2024/01/04,5,350
00930,00260,00073,00007,2024/02/12,8,560
00931,00555,00099,00028,2024/12/15,8,800
00932,00085,00099,00028,2024/03/24,9,810
00933,00042,00190,00026,2024/05/27,6,540
00934,00622,00053,00066,2024/05/11,1,70
00935,00274,00186,00077,2024/01/25,4,280
00936,00184,00120,00053,2024/04/17,5,400
00937,00703,00017,00085,2024/12/27,8,400
00938,00821,00212,00081,2024/10/08,3,270
00939,00843,00159,00050,2024/02/18,9,450
00940,00885,00158,00046,2024/11/16,5,500
00941,00287,00035,00072,2024/01/19,7,560
00942,00057,00046,00043,2024/08/01,5,500
00943,00825,00215,00090,2024/09/10,8,720
00944,00758,00245,00005,2024/11/16,5,400
00945,00056,00061,00080,2024/04/18,7,350
00946,00780,00197,00019,2024/12/12,9,540
00947,00719,00261,00051,2024/09/05,3,150
00948,00919,00064,00046,2024/07/22,9,360
00949,00686,00146,00099,2024/06/28,1,40
00950,00164,00231,00018,2024/07/17,6,240
00951,00392,00261,00051,2024/10/25,1,90
00952,00694,00256,00099,2024/10/31,5,150
00953,00520,00287,00063,2024/05/08,2,100
00954,00551,00073,00007,2024/09/02,6,420
00955,00357,00238,00024,2024/09/24,1,80
00956,00355,00252,00016,2024/08/03,4,160
00957,00661,00018,00093,2024/07/05,9,720
00958,00811,00157,00033,2024/09/22,6,480
00959,00080,00044,00046,2024/07/17,3,270
00960,00709,00043,00033,2024/12/11,6,540
00961,00101,00164,00074,2024/07/14,2,100
00962,00705,00236,00009,2024/07/21,3,270
00963,00210,00280,00067,2024/12/03,1,80
00964,00009,00071,00022,2024/04/07,8,320
00965,00365,00003,00008,2024/05/20,7,350
00966,00916,00021,00079,2024/06/30,7,210
00967,00242,00093,00067,2024/05/04,5,250
00968,00236,00028,00056,2024/01/18,8,400
00969,00490,00227,00075,2024/05/15,9,900
00970,00561,00289,00021,2024/05/21,8,720
00971,00679,00158,00046,2024/03/15,1,40
00972,00180,00038,00070,2024/03/28,10,600
00973,00469,00244,00070,2024/09/14,1,40
00974,00860,00152,00072,2024/12/25,6,480
00975,00069,00106,00008,2024/02/05,5,250
00976,00579,00300,00018,2024/09/05,7,280
00977,00604,00161,00060,2024/04/29,10,300
00978,00691,00268,00080,2024/04/12,1,30
00979,00368,00206,00071,2024/10/10,9,540
00980,00126,00090,00040,2024/07/09,7,420
00981,00608,00153,00098,2024/09/28,3,240
00982,00523,00024,00036,2024/06/11,3,210
00983,00122,00003,00008,2024/09/08,2,100
00984,00502,00037,00031,2024/07/21,10,700
00985,00495,00295,00059,2024/05/17,5,150
00986,00627,00285,00019,2024/09/14,6,420
00987,00149,00046,00043,2024/01/21,1,40
00988,00535,00153,00098,2024/09/11,4,200
00989,00574,00043,00033,2024/04/27,8,640
00990,00915,00003,00008,2024/08/07,9,810
00991,00440,00011,00077,2024/12/21,7,280
00992,00541,00208,00075,2024/02/10,8,240
00993,00064,00055,00072,2024/02/12,8,720
00994,00261,00180,00065,2024/03/07,4,200
00995,00285,00234,00056,2024/05/19,4,240
00996,00281,00032,00024,2024/02/05,4,360
00997,00161,00238,00024,2024/03/12,4,280
00998,00491,00181,00074,2024/03/10,3,270
00999,00839,00058,00070,2024/02/25,9,450
01000,00977,00127,00074,2024/11/01,4,280
01001,00967,00236,00009,2024/03/21,3,300
01002,00220,00165,00097,2024/10/28,4,400
01003,00255,00290,00025,2024/02/25,1,100
01004,00069,00206,00071,2024/10/25,4,200
01005,00068,00175,00037,2024/10/10,5,250
01006,00398,00191,00041,2024/07/18,8,800
01007,00542,00004,00091,2024/09/18,10,300
01008,00535,00222,00052,2024/10/03,8,720
01009,00026,00114,00077,2024/06/05,8,560
01010,00429,00259,00024,2024/09/08,3,300
01011,00438,00013,00058,2024/11/15,4,320
01012,00372,00097,00007,2024/11/23,7,280
01013,00309,00100,00063,2024/05/23,3,240
01014,00238,00111,00015,2024/04/20,6,600
01015,00385,00260,00066,2024/10/28,2,120
01016,00597,00300,00018,2024/08/11,6,300
01017,00868,00168,00012,2024/07/10,8,800
01018,00564,00268,00080,2024/07/11,8,480
01019,00445,00101,00087,2024/12/16,2,60
01020,00547,00153,00098,2024/04/08,9,630
01021,00739,00140,00061,2024/12/05,10,600
01022,00469,00096,00069,2024/02/19,8,640
01023,00574,00219,00034,2024/12/01,3,120
01024,00242,00296,00075,2024/06/22,4,120
01025,00512,00024,00036,2024/02/07,5,350
01026,00457,00198,00028,2024/01/29,6,420
01027,00804,00299,00047,2024/04/26,6,540
01028,00313,00075,00028,2024/01/07,7,350
01029,00535,00180,00065,2024/08/19,1,100
01030,00300,00066,00016,2024/02/11,5,250
01031,00038,00188,00058,2024/12/04,6,300
01032,00646,00290,00025,2024/10/23,5,450
01033,00452,00089,00020,2024/03/14,7,700
01034,00337,00128,00097,2024/11/30,3,210
01035,00438,00141,00036,2024/11/12,2,80
01036,00986,00300,00018,2024/10/28,2,120
01037,00985,00102,00021,2024/01/17,7,490
01038,00457,00174,00041,2024/07/17,7,350
01039,00430,00040,00100,2024/06/10,3,300
01040,00968,00237,00001,2024/04/12,1,40
01041,00818,00080,00048,2024/05/06,10,300
01042,00518,00265,00070,2024/09/18,4,200
01043,00741,00226,00059,2024/05/21,3,150
01044,00219,00135,00006,2024/08/24,5,200
01045,00909,00228,00013,2024/12/16,8,800
01046,00830,00296,00075,2024/02/25,7,350
01047,00619,00129,00068,2024/07/20,9,720
01048,00432,00026,00043,2024/01/31,2,60
01049,00148,00119,00041,2024/03/28,4,200
01050,00552,00206,00071,2024/02/23,8,400
01051,00020,00073,00007,2024/10/29,9,630
01052,00823,00196,00007,2024/11/10,2,140
01053,00955,00131,00012,2024/04/30,5,500
01054,00994,00119,00041,2024/11/19,2,80
01055,00637,00057,00031,2024/12/18,10,800
01056,00034,00054,00051,2024/08/27,7,350
01057,00528,00186,00077,2024/12/11,6,480
01058,00561,00009,00002,2024/10/18,7,420
01059,00480,00146,00099,2024/04/13,7,700
01060,00695,00259,00024,2024/02/28,1,60
01061,00734,00196,00007,2024/01/16,1,60
01062,00241,00182,00097,2024/07/30,10,600
01063,00837,00168,00012,2024/06/09,9,630
01064,00443,00300,00018,2024/06/08,6,180
01065,00247,00169,00077,2024/11/19,3,270
01066,00176,00193,00082,2024/05/20,1,30
01067,00228,00282,00092,2024/05/25,7,420
01068,00725,00139,00003,2024/02/22,2,180
01069,00694,00259,00024,2024/12/17,9,630
01070,00631,00082,00045,2024/05/22,2,120
01071,00494,00156,00005,2024/05/16,2,80
01072,00770,00145,00056,2024/12/24,3,270
01073,00023,00032,00024,2024/11/21,7,560
01074,00966,00249,00033,2024/10/15,2,200
01075,00302,00140,00061,2024/12/14,8,640
01076,00327,00289,00021,2024/01/06,6,540
01077,00301,00191,00041,2024/01/04,10,700
01078,00261,00073,00007,2024/03/09,8,800
01079,00683,00090,00040,2024/12/21,2,100
01080,00557,00238,00024,2024/01/13,6,540
01081,00987,00150,00066,2024/11/30,1,60
01082,00996,00234,00056,2024/06/26,7,700
01083,00154,00051,00001,2024/09/18,2,100
01084,00795,00224,00027,2024/07/05,5,400
01085,00760,00205,00030,2024/05/06,3,270
01086,00689,00234,00056,2024/07/30,10,1000
01087,00242,00282,00092,2024/01/02,6,420
01088,00565,00166,00068,2024/06/08,3,240
01089,00269,00011,00077,2024/10/17,8,560
01090,00921,00299,00047,2024/01/13,10,1000
01091,00957,00134,00058,2024/05/07,9,630
01092,00395,00102,00021,2024/06/02,4,120
01093,00077,00216,00048,2024/02/03,9,450
01094,00313,00093,00067,2024/07/22,5,500
01095,00270,00275,00029,2024/12/11,6,420
01096,00756,00197,00019,2024/09/02,6,300
01097,00913,00257,00009,2024/08/05,10,800
01098,00194,00205,00030,2024/02/18,9,270
01099,00763,00036,00098,2024/02/20,8,480
01100,00142,00246,00100,2024/02/01,7,630
01101,00528,00129,00068,2024/06/19,4,240
01102,00055,00199,00063,2024/02/16,4,240
01103,00088,00252,00016,2024/08/20,7,630
01104,00562,00190,00026,2024/10/18,7,280
01105,00276,00216,00048,2024/08/26,5,350
01106,00345,00024,00036,2024/06/25,1,40
01107,00385,00282,00092,2024/09/18,1,90
01108,00391,00072,00004,2024/11/27,3,270
01109,00342,00125,00091,2024/10/19,2,120
01110,00647,00025,00037,2024/08/15,8,240
01111,00243,00240,00051,2024/06/25,7,700
01112,00024,00124,00008,2024/02/04,2,160
01113,00343,00161,00060,2024/07/19,8,560
01114,00548,00173,00026,2024/12/10,4,320
01115,00769,00043,00033,2024/02/15,4,280
01116,00009,00008,00068,2024/08/31,10,600
01117,00362,00128,00097,2024/02/23,10,600
01118,00401,00108,00050,2024/10/03,5,300
01119,00487,00175,00037,2024/12/27,3,90
01120,00152,00206,00071,2024/07/20,1,40
01121,00065,00284,00007,2024/05/02,9,360
01122,00714,00129,00068,2024/12/11,5,300
01123,00038,00067,00086,2024/12/14,6,600
01124,00992,00141,00036,2024/12/10,10,700
01125,00220,00293,00030,2024/09/09,8,240
01126,00149,00055,00072,2024/04/24,1,40
01127,00950,00135,00006,2024/09/04,1,60
01128,00843,00073,00007,2024/01/09,1,70
01129,00754,00204,00096,2024/09/02,8,320
01130,00154,00205,00030,2024/01/27,10,600
01131,00243,00267,00100,2024/10/18,7,490
01132,00862,00055,00072,2024/09/10,8,560
01133,00695,00035,00072,2024/09/10,8,480
01134,00546,00057,00031,2024/06/14,6,300
01135,00973,00147,00009,2024/03/16,4,160
01136,00633,00276,00080,2024/04/01,6,600
01137,00617,00097,00007,2024/11/08,10,300
01138,00548,00280,00067,2024/12/24,10,800
01139,00208,00048,00056,2024/11/15,8,320
01140,00862,00179,00091,2024/11/08,2,140
01141,00642,00013,00058,2024/08/08,9,360
01142,00367,00263,00098,2024/08/22,4,240
01143,00845,00245,00005,2024/06/22,10,400
01144,00124,00031,00001,2024/02/11,6,300
01145,00373,00230,00047,2024/08/31,5,400
01146,00253,00094,00081,2024/07/23,8,320
01147,00955,00189,00006,2024/01/28,9,630
01148,00815,00239,00066,2024/12/16,5,300
01149,00158,00061,00080,2024/09/06,1,60
01150,00835,00283,00069,2024/10/17,7,700
01151,00732,00286,00028,2024/11/03,10,500
01152,00678,00184,00002,2024/12/23,10,400
01153,00005,00129,00068,2024/02/16,1,70
01154,00958,00009,00002,2024/11/14,3,90
01155,00957,00167,00002,2024/12/03,3,90
01156,00739,00030,00009,2024/07/18,9,630
01157,00587,00031,00001,2024/08/11,2,200
01158,00780,00110,00060,2024/04/14,7,490
01159,00781,00199,00063,2024/09/30,4,240
01160,00475,00032,00024,2024/03/01,8,720
01161,00812,00243,00031,2024/08/28,1,100
01162,00630,00001,00010,2024/07/17,6,540
01163,00339,00284,00007,2024/10/09,8,560
01164,00062,00124,00008,2024/05/23,3,90
01165,00418,00103,00025,2024/04/29,10,900
01166,00832,00193,00082,2024/04/24,1,30
01167,00663,00064,00046,2024/03/27,4,280
01168,00542,00236,00009,2024/08/31,4,280
01169,00537,00133,00078,2024/01/21,1,50
01170,00595,00173,00026,2024/01/13,7,560
01171,00908,00131,00012,2024/07/02,1,30
01172,00926,00185,00012,2024/08/07,6,540
01173,00160,00280,00067,2024/06/08,7,560
01174,00045,00096,00069,2024/05/27,7,560
01175,00538,00129,00068,2024/04/14,10,900
01176,00313,00199,00063,2024/04/30,2,160
01177,00953,00109,00064,2024/10/03,4,360
01178,00194,00186,00077,2024/11/17,9,900
01179,00760,00213,00092,2024/10/30,4,240
01180,00420,00083,00034,2024/05/11,8,240
01181,00439,00282,00092,2024/06/13,4,240
01182,00591,00134,00058,2024/05/22,1,30
01183,00465,00069,00080,2024/09/08,6,180
01184,00466,00271,00046,2024/07/05,10,600
01185,00309,00295,00059,2024/12/14,5,350
01186,00940,00176,00010,2024/04/12,8,240
01187,00882,00217,00055,2024/02/26,4,400
01188,00653,00095,00092,2024/03/23,6,420
01189,00179,00060,00100,2024/05/19,3,210
01190,00166,00183,00068,2024/10/09,9,450
01191,00788,00162,00015,2024/10/31,8,400
01192,00311,00299,00047,2024/07/10,2,200
01193,00179,00167,00002,2024/09/07,5,350
01194,00842,00180,00065,2024/10/18,8,320
01195,00123,00163,00065,2024/06/28,1,70
01196,00731,00159,00050,2024/06/25,2,200
01197,00093,00279,00004,2024/04/21,8,640
01198,00577,00004,00091,2024/11/25,1,60
01199,00553,00138,00053,2024/06/04,4,360
01200,00568,00199,00063,2024/03/12,10,400
01201,00713,00091,00084,2024/08/06,9,810
01202,00065,00210,00089,2024/07/29,6,300
01203,00843,00242,00098,2024/10/19,6,480
01204,00660,00155,00070,2024/04/22,4,160
01205,00508,00104,00083,2024/11/21,2,60
01206,00120,00253,00043,2024/10/18,2,80
01207,00781,00284,00007,2024/07/22,4,360
01208,00940,00111,00015,2024/09/06,8,560
01209,00062,00089,00020,2024/09/21,7,560
01210,00215,00213,00092,2024/10/07,7,210
