CustomerEligibilityID,ProductPrice,Date,ProductID,CustomerID,ProductQuantity,TotalSales
00630,80,2024/08/09,00057,00851,13,1040
00631,80,2024/10/02,00022,00882,5,400
00632,100,2024/09/20,00001,00593,11,1100
00633,60,2024/05/09,00093,00573,3,180
00634,80,2024/12/24,00114,00381,10,800
00635,50,2024/02/25,00109,00181,11,550
00636,30,2024/03/10,00039,00381,14,420
00637,30,2024/09/07,00067,00451,9,270
00638,50,2024/05/04,00177,00988,6,300
00639,50,2024/10/31,00138,00891,12,600
00640,30,2024/06/16,00134,00412,14,420
00641,40,2024/07/02,00121,00769,10,400
00642,90,2024/10/14,00034,00294,6,540
00643,50,2024/06/20,00084,00122,7,350
00644,100,2024/07/20,00025,00926,8,800
00645,90,2024/07/16,00224,00428,8,720
00646,80,2024/07/01,00054,00080,6,480
00647,100,2024/04/27,00095,00931,4,400
00648,40,2024/06/14,00047,00855,6,240
00649,80,2024/07/04,00148,00887,5,400
00650,50,2024/09/24,00211,00747,12,600
00651,90,2024/05/30,00242,00343,10,900
00652,80,2024/04/07,00134,00790,6,480
00653,90,2024/01/11,00284,00352,5,450
00654,80,2024/11/23,00296,00209,7,560
00655,50,2024/09/27,00228,00323,7,350
00656,30,2024/06/02,00048,00569,12,360
00657,30,2024/12/28,00049,00825,15,450
00658,60,2024/01/27,00123,00018,8,480
00659,70,2024/10/12,00087,00001,13,910
00660,80,2024/11/27,00205,00757,7,560
00661,60,2024/10/20,00024,00385,9,540
00662,30,2024/03/16,00057,00116,4,120
00663,50,2024/12/12,00288,00611,6,300
00664,80,2024/07/18,00200,00135,15,1200
00665,90,2024/12/09,00028,00244,4,360
00666,90,2024/06/19,00012,00145,3,270
00667,100,2024/08/21,00221,00693,4,400
00668,60,2024/02/23,00051,00541,3,180
00669,90,2024/08/11,00047,00058,11,990
00670,80,2024/01/08,00292,00045,5,400
00671,100,2024/05/21,00064,00292,10,1000
00672,60,2024/11/15,00076,00434,9,540
00673,100,2024/11/22,00074,00055,13,1300
00674,60,2024/01/30,00153,00763,7,420
00675,70,2024/10/14,00188,00140,8,560
00676,100,2024/04/12,00150,00853,9,900
00677,50,2024/07/12,00089,00720,6,300
00678,30,2024/01/25,00084,00371,8,240
00679,30,2024/09/20,00033,00877,8,240
00680,50,2024/06/28,00221,00919,2,100
00681,50,2024/04/03,00220,00616,8,400
00682,90,2024/05/09,00278,00968,7,630
00683,80,2024/06/03,00031,00476,10,800
00684,100,2024/10/13,00248,00519,11,1100
00685,70,2024/01/19,00142,00425,9,630
00686,50,2024/07/05,00155,00441,5,250
00687,70,2024/04/03,00100,00811,7,490
00688,60,2024/12/08,00298,00203,7,420
00689,60,2024/03/17,00176,00193,5,300
00690,50,2024/06/07,00136,00493,5,250
00691,100,2024/01/17,00083,00983,3,300
00692,100,2024/08/30,00198,00954,4,400
00693,90,2024/06/02,00028,00542,7,630
00694,80,2024/12/30,00278,00608,6,480
00695,50,2024/05/26,00156,00936,8,400
00696,80,2024/01/16,00048,00472,9,720
00697,30,2024/07/01,00073,00826,4,120
00698,100,2024/01/16,00085,00828,12,1200
00699,50,2024/06/25,00013,00472,11,550
00700,40,2024/12/17,00202,00826,10,400
00701,100,2024/07/30,00055,00294,8,800
00702,30,2024/11/10,00181,00781,9,270
00703,50,2024/09/11,00073,00067,7,350
00704,90,2024/06/21,00275,00188,12,1080
00705,80,2024/08/03,00257,00384,15,1200
00706,90,2024/12/03,00098,00859,6,540
00707,50,2024/08/08,00014,00547,10,500
00708,40,2024/02/14,00096,00592,6,240
00709,80,2024/09/23,00064,00099,12,960
00710,50,2024/07/14,00215,00164,9,450
00711,60,2024/10/24,00094,00042,12,720
00712,30,2024/11/23,00299,00804,4,120
00713,50,2024/09/06,00055,00108,13,650
00714,100,2024/02/21,00236,00464,14,1400
00715,70,2024/11/04,00128,00779,11,770
00716,60,2024/05/04,00139,00283,6,360
00717,80,2024/05/24,00166,00001,9,720
00718,90,2024/03/18,00111,00854,12,1080
00719,80,2024/10/03,00279,00240,11,880
00720,50,2024/10/14,00075,00690,9,450
00721,40,2024/10/03,00289,00957,8,320
00722,40,2024/10/26,00282,00549,10,400
00723,60,2024/06/10,00197,00299,14,840
00724,50,2024/09/06,00159,00034,11,550
00725,90,2024/06/28,00243,00763,12,1080
00726,90,2024/02/28,00291,00683,5,450
00727,30,2024/07/18,00074,00254,6,180
00728,100,2024/05/15,00230,00119,8,800
00729,70,2024/12/20,00026,00766,10,700
00730,100,2024/11/19,00099,00259,11,1100
00731,30,2024/10/27,00220,00433,6,180
00732,30,2024/04/21,00228,00924,5,150
00733,70,2024/04/21,00253,00497,3,210
00734,40,2024/02/20,00195,00636,7,280
00735,50,2024/05/05,00086,00719,6,300
00736,30,2024/10/13,00285,00526,11,330
00737,40,2024/02/06,00287,00518,12,480
00738,30,2024/04/17,00132,00055,12,360
00739,40,2024/11/25,00154,00835,8,320
00740,60,2024/11/02,00005,00046,11,660
00741,70,2024/03/12,00199,00990,6,420
00742,50,2024/04/01,00197,00383,9,450
00743,80,2024/02/20,00288,00155,11,880
00744,100,2024/02/22,00007,00192,11,1100
00745,30,2024/04/27,00108,00963,9,270
00746,40,2024/10/09,00217,00698,6,240
00747,40,2024/11/13,00079,00107,7,280
00748,50,2024/04/16,00177,00459,13,650
00749,50,2024/03/15,00148,00149,5,250
00750,80,2024/08/08,00037,00507,7,560
00751,90,2024/06/08,00231,00990,8,720
00752,100,2024/09/11,00281,00523,7,700
00753,70,2024/03/02,00294,00316,9,630
00754,30,2024/09/11,00268,00746,5,150
00755,70,2024/08/16,00232,00232,3,210
00756,30,2024/11/18,00205,00027,10,300
00757,30,2024/07/06,00010,00662,10,300
00758,90,2024/07/19,00159,00527,7,630
00759,90,2024/09/20,00204,00316,13,1170
00760,90,2024/07/21,00020,00894,9,810
00761,60,2024/10/14,00062,00390,9,540
00762,50,2024/05/15,00183,00712,13,650
00763,80,2024/11/09,00164,00087,6,480
00764,90,2024/09/07,00090,00531,10,900
00765,40,2024/12/22,00274,00391,8,320
00766,70,2024/07/31,00171,00155,6,420
00767,40,2024/10/23,00174,00260,7,280
00768,40,2024/10/04,00231,00801,14,560
00769,60,2024/11/01,00216,00659,12,720
00770,70,2024/06/10,00187,00567,6,420
00771,80,2024/10/07,00081,00821,14,1120
00772,40,2024/12/13,00206,00197,11,440
00773,50,2024/10/14,00071,00520,8,400
00774,80,2024/05/20,00286,00104,5,400
00775,60,2024/03/01,00165,00726,10,600
00776,60,2024/06/26,00209,00276,7,420
00777,100,2024/01/16,00298,00995,6,600
00778,80,2024/02/22,00137,00807,3,240
00779,100,2024/05/11,00164,00768,4,400
00780,30,2024/05/04,00166,00285,3,90
00781,90,2024/06/20,00128,00345,10,900
00782,70,2024/06/02,00281,00463,2,140
00783,80,2024/08/08,00006,00849,11,880
00784,50,2024/02/26,00202,00022,9,450
00785,80,2024/08/01,00209,00188,12,960
00786,100,2024/06/01,00155,00905,12,1200
00787,100,2024/10/12,00017,00108,6,600
00788,40,2024/01/09,00162,00005,5,200
00789,90,2024/03/14,00072,00466,6,540
00790,80,2024/08/25,00259,00822,9,720
00791,80,2024/08/02,00197,00606,7,560
00792,70,2024/04/05,00067,00096,14,980
00793,70,2024/09/26,00166,00069,8,560
00794,80,2024/03/05,00191,00847,10,800
00795,30,2024/04/30,00036,00512,11,330
00796,90,2024/01/30,00095,00056,13,1170
00797,90,2024/01/13,00291,00773,7,630
00798,80,2024/03/23,00273,00246,5,400
00799,50,2024/06/20,00280,00940,9,450
00800,40,2024/05/16,00145,00053,10,400
00801,70,2024/06/11,00080,00738,8,560
00802,40,2024/05/20,00264,00747,10,400
00803,90,2024/01/21,00119,00679,10,900
00804,70,2024/05/19,00141,00941,4,280
00805,60,2024/03/25,00020,00126,6,360
00806,30,2024/12/09,00175,00003,3,90
00807,60,2024/04/10,00245,00418,7,420
00808,100,2024/01/01,00290,00078,10,1000
00809,40,2024/09/24,00222,00199,14,560
00810,40,2024/02/14,00078,00531,7,280
00811,30,2024/08/16,00097,00770,4,120
00812,40,2024/10/25,00154,00401,6,240
00813,50,2024/09/16,00186,00702,15,750
00814,90,2024/12/07,00287,00412,4,360
00815,90,2024/07/12,00137,00509,8,720
00816,100,2024/05/11,00018,00486,9,900
00817,50,2024/08/21,00275,00682,12,600
00818,50,2024/07/05,00087,00464,7,350
00819,90,2024/08/01,00264,00810,12,1080
00820,60,2024/07/25,00208,00004,10,600
00821,50,2024/06/29,00154,00112,9,450
00822,80,2024/11/13,00007,00118,10,800
00823,100,2024/02/28,00125,00270,14,1400
00824,40,2024/12/14,00194,00824,7,280
00825,30,2024/09/03,00198,00294,13,390
00826,90,2024/04/07,00114,00141,8,720
00827,30,2024/11/15,00251,00320,13,390
00828,40,2024/08/25,00259,00601,6,240
00829,100,2024/10/11,00120,00455,6,600
00830,90,2024/11/14,00010,00707,7,630
00831,70,2024/04/05,00094,00611,7,490
00832,50,2024/09/26,00268,00270,11,550
00833,60,2024/02/20,00118,00371,11,660
00834,60,2024/04/18,00005,00626,4,240
00835,50,2024/11/03,00150,00927,10,500
00836,80,2024/11/20,00282,00889,7,560
00837,40,2024/07/14,00124,00190,9,360
00838,50,2024/11/30,00093,00880,11,550
00839,80,2024/01/17,00038,00457,8,640
00840,90,2024/07/23,00075,01000,6,540
00841,70,2024/08/10,00128,00994,11,770
00842,30,2024/08/19,00150,00555,8,240
00843,100,2024/07/31,00150,00927,14,1400
00844,90,2024/09/23,00203,00111,10,900
00845,80,2024/08/26,00245,00212,10,800
00846,70,2024/03/16,00177,00840,11,770
00847,60,2024/06/01,00237,00092,4,240
00848,50,2024/12/10,00206,00692,12,600
00849,60,2024/09/15,00213,00062,6,360
00850,50,2024/03/06,00236,00277,8,400
00851,70,2024/09/07,00048,00402,13,910
00852,40,2024/08/09,00087,00462,11,440
00853,30,2024/10/06,00130,00158,10,300
00854,100,2024/12/10,00182,00165,10,1000
00855,30,2024/11/26,00184,00009,6,180
00856,70,2024/01/17,00083,00735,9,630
00857,70,2024/09/28,00228,00179,8,560
00858,100,2024/05/15,00076,00370,4,400
00859,30,2024/09/25,00264,00754,10,300
00860,80,2024/03/04,00219,00452,3,240
00861,30,2024/10/12,00184,00160,12,360
00862,100,2024/06/10,00031,00163,4,400
00863,90,2024/04/10,00008,00758,14,1260
00864,70,2024/11/23,00235,00419,9,630
00865,100,2024/11/26,00003,00193,13,1300
00866,80,2024/10/05,00111,00596,13,1040
00867,40,2024/09/26,00107,00761,9,360
00868,70,2024/02/09,00201,00294,6,420
00869,80,2024/11/30,00088,00762,10,800
00870,100,2024/10/22,00029,00465,3,300
00871,40,2024/04/24,00011,00031,7,280
00872,100,2024/02/05,00206,00677,10,1000
00873,50,2024/04/30,00012,00371,4,200
00874,40,2024/08/29,00038,00576,9,360
00875,90,2024/03/03,00197,00942,5,450
00876,90,2024/08/14,00028,00375,11,990
00877,50,2024/07/01,00269,00520,10,500
00878,30,2024/07/20,00288,00486,11,330
00879,100,2024/10/06,00108,00929,6,600
00880,60,2024/01/09,00251,00258,9,540
00881,70,2024/09/17,00079,00156,10,700
00882,30,2024/05/03,00297,00849,6,180
00883,70,2024/08/24,00232,00838,11,770
00884,50,2024/08/20,00001,00129,14,700
00885,60,2024/11/11,00274,00584,11,660
00886,50,2024/12/05,00206,00415,10,500
00887,60,2024/08/12,00106,00751,7,420
00888,70,2024/10/16,00017,00269,9,630
00889,30,2024/10/01,00258,00367,10,300
00890,100,2024/12/01,00130,00962,13,1300
00891,40,2024/08/17,00251,00628,7,280
00892,50,2024/11/24,00297,00053,2,100
00893,40,2024/03/22,00174,00452,5,200
00894,80,2024/01/15,00230,00508,5,400
00895,80,2024/06/18,00088,00278,12,960
00896,90,2024/09/08,00104,00186,11,990
00897,30,2024/01/10,00035,00589,11,330
00898,60,2024/03/13,00117,00084,9,540
00899,100,2024/12/02,00115,00411,11,1100
00900,40,2024/10/11,00116,00239,8,320
00901,40,2024/06/29,00051,00305,9,360
00902,50,2024/01/13,00046,00621,2,100
00903,80,2024/05/12,00157,00688,7,560
00904,40,2024/07/25,00109,00634,9,360
00905,30,2024/10/15,00204,00361,11,330
00906,60,2024/01/10,00180,00224,9,540
00907,70,2024/04/25,00083,00496,9,630
00908,30,2024/05/14,00243,00376,15,450
00909,90,2024/02/08,00184,00114,11,990
00910,80,2024/01/17,00162,00295,6,480
00911,60,2024/05/04,00180,00835,6,360
00912,40,2024/01/20,00117,00414,4,160
00913,30,2024/09/10,00132,00018,5,150
00914,60,2024/02/16,00138,00036,9,540
00915,90,2024/10/30,00114,00276,9,810
00916,40,2024/05/16,00236,00717,7,280
00917,100,2024/12/17,00074,00677,6,600
00918,80,2024/04/11,00048,00795,15,1200
00919,50,2024/10/30,00172,00245,7,350
00920,50,2024/06/25,00077,00972,3,150
00921,100,2024/04/08,00247,00389,12,1200
00922,80,2024/05/25,00289,00921,6,480
00923,60,2024/01/21,00131,00233,8,480
00924,50,2024/09/21,00257,00237,8,400
00925,40,2024/02/11,00272,00654,12,480
00926,100,2024/03/12,00238,00327,11,1100
00927,90,2024/01/01,00300,00642,8,720
00928,30,2024/06/07,00176,00316,11,330
00929,70,2024/01/01,00052,00729,8,560
00930,70,2024/02/06,00073,00260,13,910
00931,100,2024/12/02,00099,00555,9,900
00932,90,2024/03/11,00099,00085,13,1170
00933,90,2024/05/17,00190,00042,7,630
00934,70,2024/04/30,00053,00622,4,280
00935,70,2024/01/18,00186,00274,5,350
00936,80,2024/04/08,00120,00184,7,560
00937,50,2024/12/19,00017,00703,11,550
00938,90,2024/09/30,00212,00821,5,450
00939,50,2024/02/05,00159,00843,12,600
00940,100,2024/11/15,00158,00885,8,800
00941,80,2024/01/10,00035,00287,9,720
00942,100,2024/07/20,00046,00057,10,1000
00943,90,2024/09/01,00215,00825,13,1170
00944,80,2024/11/02,00245,00758,8,640
00945,50,2024/04/06,00061,00056,9,450
00946,60,2024/12/06,00197,00780,14,840
00947,50,2024/08/27,00261,00719,6,300
00948,40,2024/07/14,00064,00919,12,480
00949,40,2024/06/17,00146,00686,4,160
00950,40,2024/07/12,00231,00164,9,360
00951,90,2024/10/20,00261,00392,4,360
00952,30,2024/10/29,00256,00694,8,240
00953,50,2024/05/07,00287,00520,5,250
00954,70,2024/08/31,00073,00551,9,630
00955,80,2024/09/11,00238,00357,4,320
00956,40,2024/07/29,00252,00355,6,240
00957,80,2024/06/28,00018,00661,13,1040
00958,80,2024/09/22,00157,00811,7,560
00959,90,2024/07/10,00044,00080,4,360
00960,90,2024/12/10,00043,00709,10,900
00961,50,2024/07/03,00164,00101,6,300
00962,90,2024/07/12,00236,00705,6,540
00963,80,2024/11/22,00280,00210,6,480
00964,40,2024/04/07,00071,00009,13,520
00965,50,2024/05/20,00003,00365,10,500
00966,30,2024/06/29,00021,00916,11,330
00967,50,2024/04/21,00093,00242,7,350
00968,50,2024/01/06,00028,00236,13,650
00969,100,2024/05/09,00227,00490,14,1400
00970,90,2024/05/14,00289,00561,10,900
00971,40,2024/03/06,00158,00679,3,120
00972,60,2024/03/14,00038,00180,15,900
00973,40,2024/09/09,00244,00469,6,240
00974,80,2024/12/12,00152,00860,9,720
00975,50,2024/01/28,00106,00069,9,450
00976,40,2024/09/02,00300,00579,12,480
00977,30,2024/04/27,00161,00604,11,330
00978,30,2024/03/30,00268,00691,4,120
00979,60,2024/10/02,00206,00368,11,660
00980,60,2024/06/25,00090,00126,12,720
00981,80,2024/09/21,00153,00608,4,320
00982,70,2024/06/07,00024,00523,8,560
00983,50,2024/09/03,00003,00122,5,250
00984,70,2024/07/16,00037,00502,12,840
00985,30,2024/05/12,00295,00495,8,240
00986,70,2024/08/31,00285,00627,7,490
00987,40,2024/01/09,00046,00149,2,80
00988,50,2024/09/09,00153,00535,5,250
00989,80,2024/04/17,00043,00574,9,720
00990,90,2024/07/31,00003,00915,11,990
00991,40,2024/12/20,00011,00440,12,480
00992,30,2024/02/03,00208,00541,10,300
00993,90,2024/02/04,00055,00064,13,1170
00994,50,2024/03/06,00180,00261,5,250
00995,60,2024/05/12,00234,00285,5,300
00996,90,2024/01/24,00032,00281,7,630
00997,70,2024/03/02,00238,00161,7,490
00998,90,2024/02/26,00181,00491,8,720
00999,50,2024/02/18,00058,00839,14,700
01000,70,2024/10/26,00127,00977,8,560
01001,100,2024/03/21,00236,00967,6,600
01002,100,2024/10/18,00165,00220,9,900
01003,100,2024/02/19,00290,00255,5,500
01004,50,2024/10/11,00206,00069,7,350
01005,50,2024/09/28,00175,00068,10,500
01006,100,2024/07/07,00191,00398,12,1200
01007,30,2024/09/05,00004,00542,14,420
01008,90,2024/09/25,00222,00535,9,810
01009,70,2024/05/23,00114,00026,11,770
01010,100,2024/09/07,00259,00429,4,400
01011,80,2024/11/11,00013,00438,6,480
01012,40,2024/11/15,00097,00372,11,440
01013,80,2024/05/19,00100,00309,7,560
01014,100,2024/04/12,00111,00238,8,800
01015,60,2024/10/14,00260,00385,4,240
01016,50,2024/08/07,00300,00597,10,500
01017,100,2024/07/08,00168,00868,12,1200
01018,60,2024/07/02,00268,00564,10,600
01019,30,2024/12/04,00101,00445,7,210
01020,70,2024/03/30,00153,00547,11,770
01021,60,2024/12/01,00140,00739,13,780
01022,80,2024/02/14,00096,00469,10,800
01023,40,2024/11/17,00219,00574,7,280
01024,30,2024/06/19,00296,00242,5,150
01025,70,2024/01/29,00024,00512,10,700
01026,70,2024/01/27,00198,00457,8,560
01027,90,2024/04/14,00299,00804,10,900
01028,50,2024/01/01,00075,00313,11,550
01029,100,2024/08/18,00180,00535,2,200
01030,50,2024/02/09,00066,00300,9,450
01031,50,2024/12/01,00188,00038,10,500
01032,90,2024/10/15,00290,00646,8,720
01033,100,2024/03/01,00089,00452,9,900
01034,70,2024/11/24,00128,00337,8,560
01035,40,2024/10/29,00141,00438,6,240
01036,60,2024/10/21,00300,00986,6,360
01037,70,2024/01/04,00102,00985,10,700
01038,50,2024/07/11,00174,00457,8,400
01039,100,2024/05/27,00040,00430,6,600
01040,40,2024/04/02,00237,00968,5,200
01041,30,2024/04/30,00080,00818,15,450
01042,50,2024/09/14,00265,00518,8,400
01043,50,2024/05/18,00226,00741,7,350
01044,40,2024/08/16,00135,00219,10,400
01045,100,2024/12/14,00228,00909,12,1200
01046,50,2024/02/13,00296,00830,10,500
01047,80,2024/07/18,00129,00619,12,960
01048,30,2024/01/26,00026,00432,4,120
01049,50,2024/03/28,00119,00148,7,350
01050,50,2024/02/16,00206,00552,13,650
01051,70,2024/10/24,00073,00020,11,770
01052,70,2024/11/08,00196,00823,7,490
01053,100,2024/04/23,00131,00955,9,900
01054,40,2024/11/19,00119,00994,4,160
01055,80,2024/12/09,00057,00637,14,1120
01056,50,2024/08/14,00054,00034,8,400
01057,80,2024/12/11,00186,00528,7,560
01058,60,2024/10/09,00009,00561,11,660
01059,100,2024/04/01,00146,00480,11,1100
01060,60,2024/02/28,00259,00695,6,360
01061,60,2024/01/07,00196,00734,6,360
01062,60,2024/07/22,00182,00241,12,720
01063,70,2024/06/03,00168,00837,10,700
01064,30,2024/05/28,00300,00443,8,240
01065,90,2024/11/12,00169,00247,4,360
01066,30,2024/05/20,00193,00176,2,60
01067,60,2024/05/13,00282,00228,10,600
01068,90,2024/02/08,00139,00725,3,270
01069,70,2024/12/12,00259,00694,10,700
01070,60,2024/05/12,00082,00631,3,180
01071,40,2024/05/09,00156,00494,4,160
01072,90,2024/12/22,00145,00770,4,360
01073,80,2024/11/08,00032,00023,8,640
01074,100,2024/10/06,00249,00966,7,700
01075,80,2024/12/10,00140,00302,12,960
01076,90,2024/01/01,00289,00327,8,720
01077,70,2024/01/01,00191,00301,15,1050
01078,100,2024/03/09,00073,00261,11,1100
01079,50,2024/12/19,00090,00683,7,350
01080,90,2024/01/01,00238,00557,11,990
01081,60,2024/11/19,00150,00987,3,180
01082,100,2024/06/19,00234,00996,12,1200
01083,50,2024/09/18,00051,00154,6,300
01084,80,2024/06/29,00224,00795,9,720
01085,90,2024/04/25,00205,00760,5,450
01086,100,2024/07/16,00234,00689,11,1100
01087,70,2024/01/02,00282,00242,11,770
01088,80,2024/06/03,00166,00565,8,640
01089,70,2024/10/07,00011,00269,11,770
01090,100,2024/01/01,00299,00921,14,1400
01091,70,2024/05/07,00134,00957,14,980
01092,30,2024/05/26,00102,00395,7,210
01093,50,2024/02/02,00216,00077,13,650
01094,100,2024/07/22,00093,00313,7,700
01095,70,2024/12/09,00275,00270,9,630
01096,50,2024/08/30,00197,00756,11,550
01097,80,2024/07/27,00257,00913,11,880
01098,30,2024/02/12,00205,00194,10,300
01099,60,2024/02/18,00036,00763,11,660
01100,90,2024/01/29,00246,00142,12,1080
01101,60,2024/06/08,00129,00528,6,360
01102,60,2024/02/12,00199,00055,5,300
01103,90,2024/08/08,00252,00088,10,900
01104,40,2024/10/18,00190,00562,8,320
01105,70,2024/08/14,00216,00276,8,560
01106,40,2024/06/16,00024,00345,3,120
01107,90,2024/09/15,00282,00385,4,360
01108,90,2024/11/18,00072,00391,7,630
01109,60,2024/10/06,00125,00342,5,300
01110,30,2024/08/04,00025,00647,11,330
01111,100,2024/06/23,00240,00243,10,1000
01112,80,2024/01/30,00124,00024,6,480
01113,70,2024/07/10,00161,00343,9,630
01114,80,2024/12/09,00173,00548,9,720
01115,70,2024/02/10,00043,00769,5,350
01116,60,2024/08/18,00008,00009,13,780
01117,60,2024/02/23,00128,00362,14,840
01118,60,2024/10/03,00108,00401,6,360
01119,30,2024/12/23,00175,00487,7,210
01120,40,2024/07/20,00206,00152,4,160
01121,40,2024/04/26,00284,00065,12,480
01122,60,2024/12/02,00129,00714,9,540
01123,100,2024/12/02,00067,00038,9,900
01124,70,2024/11/30,00141,00992,12,840
01125,30,2024/08/28,00293,00220,13,390
01126,40,2024/04/21,00055,00149,6,240
01127,60,2024/08/22,00135,00950,4,240
01128,70,2024/01/07,00073,00843,4,280
01129,40,2024/08/27,00204,00754,12,480
01130,60,2024/01/20,00205,00154,15,900
01131,70,2024/10/18,00267,00243,9,630
01132,70,2024/09/10,00055,00862,10,700
01133,60,2024/09/02,00035,00695,13,780
01134,50,2024/06/04,00057,00546,11,550
01135,40,2024/03/09,00147,00973,7,280
01136,100,2024/03/30,00276,00633,11,1100
01137,30,2024/11/05,00097,00617,13,390
01138,80,2024/12/19,00280,00548,14,1120
01139,40,2024/11/15,00048,00208,11,440
01140,70,2024/10/26,00179,00862,4,280
01141,40,2024/08/01,00013,00642,14,560
01142,60,2024/08/09,00263,00367,8,480
01143,40,2024/06/11,00245,00845,12,480
01144,50,2024/02/03,00031,00124,7,350
01145,80,2024/08/27,00230,00373,8,640
01146,40,2024/07/19,00094,00253,9,360
01147,70,2024/01/23,00189,00955,10,700
01148,60,2024/12/14,00239,00815,7,420
01149,60,2024/09/02,00061,00158,2,120
01150,100,2024/10/05,00283,00835,11,1100
01151,50,2024/10/21,00286,00732,13,650
01152,40,2024/12/15,00184,00678,13,520
01153,70,2024/02/12,00129,00005,2,140
01154,30,2024/10/31,00009,00958,7,210
01155,30,2024/12/02,00167,00957,7,210
01156,70,2024/07/06,00030,00739,13,910
01157,100,2024/08/04,00031,00587,6,600
01158,70,2024/04/14,00110,00780,8,560
01159,60,2024/09/18,00199,00781,8,480
01160,90,2024/02/20,00032,00475,13,1170
01161,100,2024/08/26,00243,00812,2,200
01162,90,2024/07/04,00001,00630,11,990
01163,70,2024/09/28,00284,00339,11,770
01164,30,2024/05/21,00124,00062,7,210
01165,90,2024/04/24,00103,00418,14,1260
01166,30,2024/04/14,00193,00832,5,150
01167,70,2024/03/19,00064,00663,9,630
01168,70,2024/08/18,00236,00542,5,350
01169,50,2024/01/14,00133,00537,4,200
01170,80,2024/01/04,00173,00595,11,880
01171,30,2024/06/27,00131,00908,5,150
01172,90,2024/08/04,00185,00926,7,630
01173,80,2024/05/31,00280,00160,10,800
01174,80,2024/05/26,00096,00045,8,640
01175,90,2024/04/12,00129,00538,11,990
01176,80,2024/04/29,00199,00313,5,400
01177,90,2024/10/02,00109,00953,9,810
01178,100,2024/11/11,00186,00194,11,1100
01179,60,2024/10/16,00213,00760,9,540
01180,30,2024/05/11,00083,00420,10,300
01181,60,2024/06/06,00282,00439,7,420
01182,30,2024/05/18,00134,00591,5,150
01183,30,2024/09/03,00069,00465,10,300
01184,60,2024/07/03,00271,00466,12,720
01185,70,2024/12/11,00295,00309,6,420
01186,30,2024/04/05,00176,00940,12,360
01187,100,2024/02/12,00217,00882,7,700
01188,70,2024/03/09,00095,00653,10,700
01189,70,2024/05/17,00060,00179,4,280
01190,50,2024/09/28,00183,00166,10,500
01191,50,2024/10/22,00162,00788,12,600
01192,100,2024/07/02,00299,00311,3,300
01193,70,2024/08/27,00167,00179,8,560
01194,40,2024/10/15,00180,00842,9,360
01195,70,2024/06/19,00163,00123,6,420
01196,100,2024/06/19,00159,00731,7,700
01197,80,2024/04/08,00279,00093,10,800
01198,60,2024/11/25,00004,00577,4,240
01199,90,2024/05/23,00138,00553,9,810
01200,40,2024/03/10,00199,00568,13,520
01201,90,2024/07/28,00091,00713,12,1080
01202,50,2024/07/21,00210,00065,7,350
01203,80,2024/10/07,00242,00843,8,640
01204,40,2024/04/12,00155,00660,9,360
01205,30,2024/11/09,00104,00508,6,180
01206,40,2024/10/11,00253,00120,3,120
01207,90,2024/07/13,00284,00781,8,720
01208,70,2024/09/02,00111,00940,13,910
01209,80,2024/09/19,00089,00062,8,640
01210,30,2024/10/07,00213,00215,12,360
01211,70,2024/02/27,00065,00949,5,350
01212,60,2024/01/27,00107,00099,2,120
01213,60,2024/09/22,00076,00857,3,180
01214,90,2024/02/12,00088,00592,10,900
01215,30,2024/05/19,00218,00739,11,330
01216,90,2024/03/06,00297,00524,5,450
01217,30,2024/10/26,00049,00899,11,330
01218,40,2024/01/23,00251,00846,10,400
01219,70,2024/12/15,00031,00691,11,770
01220,50,2024/12/05,00054,00874,9,450
01221,100,2024/04/19,00252,00209,8,800
01222,70,2024/06/13,00166,00078,8,560
01223,60,2024/03/20,00204,00052,9,540
01224,50,2024/07/25,00211,00958,12,600
01225,80,2024/07/30,00169,00060,5,400
01226,40,2024/02/09,00069,00094,3,120
01227,60,2024/06/02,00289,00767,7,420
01228,100,2024/01/06,00277,00346,6,600
01229,60,2024/02/21,00008,00477,10,600
01230,60,2024/08/09,00260,00161,11,660
01231,40,2024/06/19,00012,00001,11,440
01232,90,2024/01/24,00226,00513,7,630
01233,40,2024/08/12,00295,00136,11,440
01234,70,2024/04/02,00097,00186,12,840
01235,90,2024/08/31,00027,00083,15,1350
01236,30,2024/10/21,00006,00577,12,360
01237,90,2024/01/17,00211,00064,6,540
01238,30,2024/01/28,00151,00567,11,330
01239,70,2024/01/27,00142,00753,5,350
01240,90,2024/10/16,00050,00406,10,900
01241,50,2024/01/17,00213,00282,2,100
01242,60,2024/09/04,00258,00886,3,180
01243,90,2024/05/17,00142,00576,9,810
01244,70,2024/03/02,00171,00340,4,280
01245,60,2024/08/18,00200,00452,12,720
01246,80,2024/06/15,00285,00034,10,800
01247,40,2024/10/01,00132,00319,8,320
01248,90,2024/09/22,00270,00685,5,450
01249,80,2024/02/02,00283,00178,5,400
01250,90,2024/11/26,00081,00929,10,900
01251,90,2024/01/26,00094,00465,6,540
01252,40,2024/01/25,00226,00834,9,360
01253,60,2024/09/16,00012,00916,10,600
01254,70,2024/01/05,00134,00459,12,840
01255,100,2024/05/12,00022,00920,8,800
01256,100,2024/02/01,00191,00719,13,1300
01257,50,2024/03/21,00170,00136,15,750
01258,80,2024/02/02,00007,00955,6,480
01259,100,2024/03/03,00078,00112,9,900
01260,70,2024/10/03,00092,00966,13,910
