AssessmentProductID,ProductID,ReturnedProductID,AssessmentDate,TotalResaleableProduct,DamageLevelScore
00695,00156,00156,2024/06/11,5,3
00696,00048,00048,2024/02/01,3,2
00697,00073,00073,2024/07/12,1,2
00698,00085,00085,2024/01/23,1,3
00699,00013,00013,2024/07/09,1,2
00700,00202,00202,2024/12/21,2,2
00701,00055,00055,2024/08/17,2,5
00702,00181,00181,2024/11/22,1,4
00703,00073,00073,2024/09/18,4,5
00704,00275,00275,2024/06/30,6,1
00705,00257,00257,2024/08/18,10,3
00706,00098,00098,2024/12/20,1,3
00707,00014,00014,2024/08/22,1,2
00708,00096,00096,2024/02/24,1,3
00709,00064,00064,2024/10/06,0,5
00710,00215,00215,2024/07/31,2,4
00711,00094,00094,2024/10/29,6,5
00712,00299,00299,2024/12/05,1,1
00713,00055,00055,2024/09/14,9,4
00714,00236,00236,2024/02/27,4,1
00715,00128,00128,2024/11/19,4,2
00716,00139,00139,2024/05/16,0,4
00717,00166,00166,2024/06/09,2,5
00718,00111,00111,2024/03/26,5,5
00719,00279,00279,2024/10/21,6,4
00720,00075,00075,2024/10/25,1,5
00721,00289,00289,2024/10/17,2,3
00722,00282,00282,2024/11/07,8,5
00723,00197,00197,2024/06/14,10,3
00724,00159,00159,2024/09/18,3,3
00725,00243,00243,2024/07/02,0,3
00726,00291,00291,2024/03/04,2,4
00727,00074,00074,2024/07/20,1,3
00728,00230,00230,2024/05/29,5,5
00729,00026,00026,2024/12/23,6,3
00730,00099,00099,2024/11/30,6,3
00731,00220,00220,2024/11/14,1,2
00732,00228,00228,2024/05/04,1,4
00733,00253,00253,2024/05/03,1,1
00734,00195,00195,2024/03/08,0,2
00735,00086,00086,2024/05/13,1,2
00736,00285,00285,2024/10/30,1,4
00737,00287,00287,2024/02/07,8,4
00738,00132,00132,2024/05/01,2,1
00739,00154,00154,2024/12/04,4,4
00740,00005,00005,2024/11/05,4,1
00741,00199,00199,2024/03/22,1,4
00742,00197,00197,2024/04/07,0,5
00743,00288,00288,2024/02/26,8,1
00744,00007,00007,2024/03/06,2,1
00745,00108,00108,2024/05/02,0,2
00746,00217,00217,2024/10/22,2,1
00747,00079,00079,2024/11/24,0,1
00748,00177,00177,2024/04/23,0,4
00749,00148,00148,2024/03/24,0,5
00750,00037,00037,2024/08/16,5,2
00751,00231,00231,2024/06/13,1,3
00752,00281,00281,2024/09/26,3,5
00753,00294,00294,2024/03/16,5,5
00754,00268,00268,2024/09/19,1,3
00755,00232,00232,2024/08/28,0,3
00756,00205,00205,2024/12/02,1,4
00757,00010,00010,2024/07/14,3,4
00758,00159,00159,2024/07/25,2,4
00759,00204,00204,2024/10/07,8,5
00760,00020,00020,2024/07/27,5,2
00761,00062,00062,2024/10/21,3,1
00762,00183,00183,2024/05/20,4,5
00763,00164,00164,2024/11/12,2,5
00764,00090,00090,2024/09/22,0,5
00765,00274,00274,2024/12/30,3,3
00766,00171,00171,2024/08/17,2,3
00767,00174,00174,2024/10/28,1,1
00768,00231,00231,2024/10/08,10,3
00769,00216,00216,2024/11/13,8,4
00770,00187,00187,2024/06/15,2,1
00771,00081,00081,2024/10/14,9,4
00772,00206,00206,2024/12/24,0,5
00773,00071,00071,2024/10/27,2,4
00774,00286,00286,2024/06/07,2,2
00775,00165,00165,2024/03/04,6,5
00776,00209,00209,2024/07/07,5,3
00777,00298,00298,2024/01/19,2,5
00778,00137,00137,2024/03/09,2,1
00779,00164,00164,2024/05/24,2,4
00780,00166,00166,2024/05/13,0,4
00781,00128,00128,2024/07/02,8,1
00782,00281,00281,2024/06/15,1,5
00783,00006,00006,2024/08/12,4,5
00784,00202,00202,2024/03/05,4,2
00785,00209,00209,2024/08/04,5,3
00786,00155,00155,2024/06/18,1,5
00787,00017,00017,2024/10/17,1,2
00788,00162,00162,2024/01/24,1,2
00789,00072,00072,2024/03/26,3,2
00790,00259,00259,2024/09/05,2,4
00791,00197,00197,2024/08/15,2,5
00792,00067,00067,2024/04/10,5,1
00793,00166,00166,2024/09/30,4,1
00794,00191,00191,2024/03/20,0,5
00795,00036,00036,2024/05/06,8,4
00796,00095,00095,2024/02/09,2,3
00797,00291,00291,2024/01/19,0,3
00798,00273,00273,2024/04/06,2,2
00799,00280,00280,2024/06/24,2,5
00800,00145,00145,2024/05/23,1,2
00801,00080,00080,2024/06/27,3,2
00802,00264,00264,2024/06/04,3,3
00803,00119,00119,2024/01/28,5,1
00804,00141,00141,2024/05/28,1,3
00805,00020,00020,2024/03/30,1,3
00806,00175,00175,2024/12/11,1,1
00807,00245,00245,2024/04/19,1,1
00808,00290,00290,2024/01/03,5,1
00809,00222,00222,2024/09/29,6,2
00810,00078,00078,2024/02/29,1,4
00811,00097,00097,2024/08/31,0,1
00812,00154,00154,2024/10/31,0,2
00813,00186,00186,2024/09/29,0,5
00814,00287,00287,2024/12/17,2,1
00815,00137,00137,2024/07/26,5,1
00816,00018,00018,2024/05/17,6,5
00817,00275,00275,2024/08/25,5,4
00818,00087,00087,2024/07/09,3,3
00819,00264,00264,2024/08/16,3,3
00820,00208,00208,2024/08/10,0,1
00821,00154,00154,2024/07/02,3,3
00822,00007,00007,2024/11/18,6,5
00823,00125,00125,2024/03/02,8,2
00824,00194,00194,2024/12/19,6,1
00825,00198,00198,2024/09/06,7,1
00826,00114,00114,2024/04/12,0,2
00827,00251,00251,2024/11/17,4,1
00828,00259,00259,2024/09/09,3,1
00829,00120,00120,2024/10/20,0,5
00830,00010,00010,2024/11/17,0,1
00831,00094,00094,2024/04/07,0,5
00832,00268,00268,2024/10/05,6,2
00833,00118,00118,2024/03/05,6,4
00834,00005,00005,2024/05/04,0,1
00835,00150,00150,2024/11/14,2,2
00836,00282,00282,2024/11/30,2,1
00837,00124,00124,2024/07/25,6,4
00838,00093,00093,2024/12/14,1,1
00839,00038,00038,2024/01/22,0,1
00840,00075,00075,2024/07/26,3,4
00841,00128,00128,2024/08/14,0,2
00842,00150,00150,2024/08/26,0,3
00843,00150,00150,2024/08/12,6,2
00844,00203,00203,2024/10/02,6,1
00845,00245,00245,2024/09/02,5,5
00846,00177,00177,2024/04/02,4,1
00847,00237,00237,2024/06/14,0,3
00848,00206,00206,2024/12/19,3,3
00849,00213,00213,2024/09/19,2,2
00850,00236,00236,2024/03/10,0,3
00851,00048,00048,2024/09/24,2,1
00852,00087,00087,2024/08/21,1,5
00853,00130,00130,2024/10/08,3,3
00854,00182,00182,2024/12/23,9,4
00855,00184,00184,2024/12/02,2,5
00856,00083,00083,2024/02/02,2,4
00857,00228,00228,2024/10/12,2,4
00858,00076,00076,2024/06/02,3,5
00859,00264,00264,2024/10/03,6,3
00860,00219,00219,2024/03/04,1,4
00861,00184,00184,2024/10/26,4,4
00862,00031,00031,2024/06/15,0,2
00863,00008,00008,2024/04/23,5,2
00864,00235,00235,2024/12/02,3,2
00865,00003,00003,2024/12/09,2,1
00866,00111,00111,2024/10/18,10,3
00867,00107,00107,2024/09/30,0,5
00868,00201,00201,2024/02/12,0,1
00869,00088,00088,2024/12/11,7,1
00870,00029,00029,2024/11/04,0,3
00871,00011,00011,2024/05/07,1,5
00872,00206,00206,2024/02/16,5,3
00873,00012,00012,2024/05/03,1,3
00874,00038,00038,2024/09/02,0,1
00875,00197,00197,2024/03/07,0,3
00876,00028,00028,2024/08/19,2,1
00877,00269,00269,2024/07/15,3,4
00878,00288,00288,2024/07/21,5,4
00879,00108,00108,2024/10/18,3,3
00880,00251,00251,2024/01/21,0,4
00881,00079,00079,2024/09/26,4,3
00882,00297,00297,2024/05/08,2,1
00883,00232,00232,2024/08/30,8,3
00884,00001,00001,2024/09/01,8,3
00885,00274,00274,2024/11/24,2,5
00886,00206,00206,2024/12/17,3,1
00887,00106,00106,2024/08/24,0,4
00888,00017,00017,2024/10/25,4,2
00889,00258,00258,2024/10/05,1,1
00890,00130,00130,2024/12/06,8,4
00891,00251,00251,2024/08/20,5,4
00892,00297,00297,2024/12/03,1,1
00893,00174,00174,2024/03/30,2,5
00894,00230,00230,2024/01/30,0,1
00895,00088,00088,2024/06/22,8,5
00896,00104,00104,2024/09/17,3,1
00897,00035,00035,2024/01/29,3,4
00898,00117,00117,2024/03/18,2,3
00899,00115,00115,2024/12/21,0,1
00900,00116,00116,2024/10/22,2,3
00901,00051,00051,2024/07/13,1,4
00902,00046,00046,2024/01/18,0,5
00903,00157,00157,2024/05/22,2,5
00904,00109,00109,2024/08/10,1,5
00905,00204,00204,2024/11/02,8,3
00906,00180,00180,2024/01/27,2,5
00907,00083,00083,2024/05/09,2,5
00908,00243,00243,2024/05/18,7,3
00909,00184,00184,2024/02/13,10,5
00910,00162,00162,2024/01/23,1,2
00911,00180,00180,2024/05/07,1,1
00912,00117,00117,2024/01/27,1,3
00913,00132,00132,2024/09/13,2,1
00914,00138,00138,2024/02/24,5,3
00915,00114,00114,2024/11/09,8,4
00916,00236,00236,2024/05/21,4,1
00917,00074,00074,2025/01/01,0,2
00918,00048,00048,2024/04/17,7,2
00919,00172,00172,2024/11/03,4,4
00920,00077,00077,2024/07/02,1,2
00921,00247,00247,2024/04/15,0,5
00922,00289,00289,2024/05/31,1,5
00923,00131,00131,2024/01/29,0,5
00924,00257,00257,2024/09/28,2,2
00925,00272,00272,2024/02/17,4,3
00926,00238,00238,2024/03/12,0,5
00927,00300,00300,2024/01/15,4,4
00928,00176,00176,2024/06/14,1,3
00929,00052,00052,2024/01/07,5,2
00930,00073,00073,2024/02/17,3,2
00931,00099,00099,2024/12/19,1,4
00932,00099,00099,2024/03/25,9,1
00933,00190,00190,2024/05/27,6,3
00934,00053,00053,2024/05/12,0,2
00935,00186,00186,2024/01/30,3,5
00936,00120,00120,2024/04/17,0,2
00937,00017,00017,2025/01/01,2,4
00938,00212,00212,2024/10/13,2,2
00939,00159,00159,2024/02/22,2,3
00940,00158,00158,2024/11/17,1,4
00941,00035,00035,2024/01/19,7,3
00942,00046,00046,2024/08/04,2,2
00943,00215,00215,2024/09/14,8,5
00944,00245,00245,2024/11/17,2,5
00945,00061,00061,2024/04/19,7,5
00946,00197,00197,2024/12/16,8,1
00947,00261,00261,2024/09/06,3,4
00948,00064,00064,2024/07/22,0,5
00949,00146,00146,2024/07/01,1,1
00950,00231,00231,2024/07/20,6,3
00951,00261,00261,2024/10/29,1,4
00952,00256,00256,2024/11/02,2,4
00953,00287,00287,2024/05/12,1,1
00954,00073,00073,2024/09/05,6,4
00955,00238,00238,2024/09/27,0,5
00956,00252,00252,2024/08/05,2,3
00957,00018,00018,2024/07/08,1,3
00958,00157,00157,2024/09/26,1,5
00959,00044,00044,2024/07/18,2,4
00960,00043,00043,2024/12/15,5,2
00961,00164,00164,2024/07/15,2,3
00962,00236,00236,2024/07/24,0,3
00963,00280,00280,2024/12/05,0,4
00964,00071,00071,2024/04/11,6,5
00965,00003,00003,2024/05/24,5,3
00966,00021,00021,2024/07/01,2,5
00967,00093,00093,2024/05/09,5,5
00968,00028,00028,2024/01/19,6,5
00969,00227,00227,2024/05/19,2,5
00970,00289,00289,2024/05/23,1,5
00971,00158,00158,2024/03/17,0,3
00972,00038,00038,2024/03/28,5,3
00973,00244,00244,2024/09/17,1,3
00974,00152,00152,2024/12/29,0,2
00975,00106,00106,2024/02/07,1,1
00976,00300,00300,2024/09/10,5,3
00977,00161,00161,2024/04/30,4,3
00978,00268,00268,2024/04/14,0,3
00979,00206,00206,2024/10/11,5,4
00980,00090,00090,2024/07/12,5,1
00981,00153,00153,2024/10/03,0,4
00982,00024,00024,2024/06/14,0,4
00983,00003,00003,2024/09/08,1,2
00984,00037,00037,2024/07/26,6,4
00985,00295,00295,2024/05/21,2,3
00986,00285,00285,2024/09/19,4,1
00987,00046,00046,2024/01/21,0,1
00988,00153,00153,2024/09/13,0,1
00989,00043,00043,2024/04/30,2,2
00990,00003,00003,2024/08/08,8,4
00991,00011,00011,2024/12/24,6,4
00992,00208,00208,2024/02/11,1,5
00993,00055,00055,2024/02/13,3,5
00994,00180,00180,2024/03/07,2,5
00995,00234,00234,2024/05/21,2,2
00996,00032,00032,2024/02/09,3,1
00997,00238,00238,2024/03/13,4,1
00998,00181,00181,2024/03/11,0,5
00999,00058,00058,2024/02/29,0,3
01000,00127,00127,2024/11/02,4,2
01001,00236,00236,2024/03/22,2,4
01002,00165,00165,2024/10/28,2,3
01003,00290,00290,2024/03/01,0,3
01004,00206,00206,2024/10/30,2,5
01005,00175,00175,2024/10/12,2,2
01006,00191,00191,2024/07/18,5,3
01007,00004,00004,2024/09/20,0,1
01008,00222,00222,2024/10/03,2,2
01009,00114,00114,2024/06/05,5,1
01010,00259,00259,2024/09/11,3,2
01011,00013,00013,2024/11/15,0,5
01012,00097,00097,2024/11/23,7,2
01013,00100,00100,2024/05/28,3,5
01014,00111,00111,2024/04/24,4,2
01015,00260,00260,2024/10/28,0,2
01016,00300,00300,2024/08/14,0,4
01017,00168,00168,2024/07/12,4,3
01018,00268,00268,2024/07/15,6,5
01019,00101,00101,2024/12/21,0,4
01020,00153,00153,2024/04/12,4,4
01021,00140,00140,2024/12/10,6,4
01022,00096,00096,2024/02/19,4,4
01023,00219,00219,2024/12/06,3,4
01024,00296,00296,2024/06/25,1,3
01025,00024,00024,2024/02/08,4,4
01026,00198,00198,2024/02/03,3,1
01027,00299,00299,2024/05/01,3,4
01028,00075,00075,2024/01/11,1,3
01029,00180,00180,2024/08/21,1,1
01030,00066,00066,2024/02/11,4,3
01031,00188,00188,2024/12/06,1,1
01032,00290,00290,2024/10/27,3,3
01033,00089,00089,2024/03/16,6,4
01034,00128,00128,2024/12/04,1,2
01035,00141,00141,2024/11/13,0,3
01036,00300,00300,2024/11/02,1,5
01037,00102,00102,2024/01/21,7,2
01038,00174,00174,2024/07/20,3,5
01039,00040,00040,2024/06/11,0,5
01040,00237,00237,2024/04/17,1,5
01041,00080,00080,2024/05/11,2,2
01042,00265,00265,2024/09/20,2,5
01043,00226,00226,2024/05/25,2,3
01044,00135,00135,2024/08/29,1,1
01045,00228,00228,2024/12/19,0,2
01046,00296,00296,2024/03/01,0,3
01047,00129,00129,2024/07/24,8,5
01048,00026,00026,2024/02/05,1,2
01049,00119,00119,2024/04/02,1,4
01050,00206,00206,2024/02/26,2,4
01051,00073,00073,2024/11/01,1,1
01052,00196,00196,2024/11/11,0,4
01053,00131,00131,2024/05/05,1,2
01054,00119,00119,2024/11/22,1,5
01055,00057,00057,2024/12/20,7,2
01056,00054,00054,2024/09/01,4,4
01057,00186,00186,2024/12/15,0,4
01058,00009,00009,2024/10/22,3,4
01059,00146,00146,2024/04/16,4,3
01060,00259,00259,2024/03/04,0,4
01061,00196,00196,2024/01/16,1,3
01062,00182,00182,2024/07/30,10,4
01063,00168,00168,2024/06/14,9,1
01064,00300,00300,2024/06/11,4,2
01065,00169,00169,2024/11/21,3,2
01066,00193,00193,2024/05/21,1,1
01067,00282,00282,2024/05/29,7,2
01068,00139,00139,2024/02/25,2,5
01069,00259,00259,2024/12/18,4,5
01070,00082,00082,2024/05/24,0,3
01071,00156,00156,2024/05/21,2,1
01072,00145,00145,2024/12/26,1,2
01073,00032,00032,2024/11/21,5,2
01074,00249,00249,2024/10/18,2,3
01075,00140,00140,2024/12/16,2,3
01076,00289,00289,2024/01/07,5,5
01077,00191,00191,2024/01/08,8,4
01078,00073,00073,2024/03/12,6,1
01079,00090,00090,2024/12/21,0,3
01080,00238,00238,2024/01/17,3,2
01081,00150,00150,2024/11/30,1,1
01082,00234,00234,2024/07/01,0,2
01083,00051,00051,2024/09/22,1,4
01084,00224,00224,2024/07/10,5,4
01085,00205,00205,2024/05/07,0,5
01086,00234,00234,2024/08/03,3,5
01087,00282,00282,2024/01/06,5,2
01088,00166,00166,2024/06/12,1,3
01089,00011,00011,2024/10/20,1,1
01090,00299,00299,2024/01/18,2,4
01091,00134,00134,2024/05/10,0,5
01092,00102,00102,2024/06/02,0,1
01093,00216,00216,2024/02/04,5,4
01094,00093,00093,2024/07/22,2,3
01095,00275,00275,2024/12/11,5,2
01096,00197,00197,2024/09/07,0,5
01097,00257,00257,2024/08/05,7,2
01098,00205,00205,2024/02/21,2,1
01099,00036,00036,2024/02/22,0,4
01100,00246,00246,2024/02/05,5,3
01101,00129,00129,2024/06/22,4,4
01102,00199,00199,2024/02/20,1,5
01103,00252,00252,2024/08/22,4,5
01104,00190,00190,2024/10/21,0,3
01105,00216,00216,2024/08/27,1,5
01106,00024,00024,2024/06/30,1,5
01107,00282,00282,2024/09/19,0,4
01108,00072,00072,2024/11/30,1,1
01109,00125,00125,2024/10/24,1,5
01110,00025,00025,2024/08/19,8,3
01111,00240,00240,2024/06/28,6,4
01112,00124,00124,2024/02/09,0,4
01113,00161,00161,2024/07/19,4,1
01114,00173,00173,2024/12/14,2,3
01115,00043,00043,2024/02/19,4,3
01116,00008,00008,2024/09/05,4,5
01117,00128,00128,2024/02/27,7,4
01118,00108,00108,2024/10/05,0,5
01119,00175,00175,2025/01/01,0,4
01120,00206,00206,2024/07/22,0,1
01121,00284,00284,2024/05/05,7,1
01122,00129,00129,2024/12/12,2,2
01123,00067,00067,2024/12/16,4,2
01124,00141,00141,2024/12/11,8,3
01125,00293,00293,2024/09/13,1,1
01126,00055,00055,2024/04/27,0,2
01127,00135,00135,2024/09/05,1,4
01128,00073,00073,2024/01/10,0,2
01129,00204,00204,2024/09/06,3,3
01130,00205,00205,2024/01/27,6,3
01131,00267,00267,2024/10/22,1,1
01132,00055,00055,2024/09/10,4,3
01133,00035,00035,2024/09/15,1,5
01134,00057,00057,2024/06/15,3,2
01135,00147,00147,2024/03/18,3,5
01136,00276,00276,2024/04/04,1,3
01137,00097,00097,2024/11/08,4,4
01138,00280,00280,2024/12/25,4,3
01139,00048,00048,2024/11/17,7,3
01140,00179,00179,2024/11/12,0,3
01141,00013,00013,2024/08/08,9,3
01142,00263,00263,2024/08/24,0,2
01143,00245,00245,2024/06/27,5,2
01144,00031,00031,2024/02/11,3,2
01145,00230,00230,2024/08/31,0,1
01146,00094,00094,2024/07/25,7,1
01147,00189,00189,2024/01/28,4,1
01148,00239,00239,2024/12/19,2,2
01149,00061,00061,2024/09/10,1,4
01150,00283,00283,2024/10/19,4,2
01151,00286,00286,2024/11/08,0,5
01152,00184,00184,2024/12/23,3,5
01153,00129,00129,2024/02/17,1,5
01154,00009,00009,2024/11/16,1,3
01155,00167,00167,2024/12/03,3,4
01156,00030,00030,2024/07/19,7,5
01157,00031,00031,2024/08/13,0,2
01158,00110,00110,2024/04/18,4,1
01159,00199,00199,2024/10/01,1,5
01160,00032,00032,2024/03/05,2,5
01161,00243,00243,2024/08/28,1,3
01162,00001,00001,2024/07/20,1,5
01163,00284,00284,2024/10/14,0,2
01164,00124,00124,2024/05/25,2,3
01165,00103,00103,2024/05/02,1,1
01166,00193,00193,2024/04/26,1,2
01167,00064,00064,2024/03/27,3,5
01168,00236,00236,2024/09/01,3,1
01169,00133,00133,2024/01/26,0,2
01170,00173,00173,2024/01/17,0,3
01171,00131,00131,2024/07/04,1,5
01172,00185,00185,2024/08/11,0,3
01173,00280,00280,2024/06/08,4,3
01174,00096,00096,2024/05/27,3,2
01175,00129,00129,2024/04/15,3,3
01176,00199,00199,2024/05/05,0,4
01177,00109,00109,2024/10/06,4,2
01178,00186,00186,2024/11/19,1,5
01179,00213,00213,2024/11/04,2,3
01180,00083,00083,2024/05/13,1,1
01181,00282,00282,2024/06/16,0,1
01182,00134,00134,2024/05/25,1,4
01183,00069,00069,2024/09/11,3,4
01184,00271,00271,2024/07/10,4,1
01185,00295,00295,2024/12/19,0,2
01186,00176,00176,2024/04/15,6,5
01187,00217,00217,2024/03/02,4,4
01188,00095,00095,2024/03/24,6,1
01189,00060,00060,2024/05/22,2,3
01190,00183,00183,2024/10/09,2,4
01191,00162,00162,2024/11/03,5,4
01192,00299,00299,2024/07/15,2,5
01193,00167,00167,2024/09/12,0,4
01194,00180,00180,2024/10/22,4,5
01195,00163,00163,2024/07/02,1,1
01196,00159,00159,2024/06/29,2,2
01197,00279,00279,2024/04/24,5,3
01198,00004,00004,2024/11/29,1,5
01199,00138,00138,2024/06/04,2,4
01200,00199,00199,2024/03/15,3,1
01201,00091,00091,2024/08/08,8,3
01202,00210,00210,2024/08/02,2,1
01203,00242,00242,2024/10/19,3,2
01204,00155,00155,2024/04/27,0,3
01205,00104,00104,2024/11/21,1,4
01206,00253,00253,2024/10/18,2,5
01207,00284,00284,2024/07/25,3,2
01208,00111,00111,2024/09/07,8,1
01209,00089,00089,2024/09/21,2,2
01210,00213,00213,2024/10/10,5,1
01211,00065,00065,2024/03/12,1,1
01212,00107,00107,2024/02/06,1,2
01213,00076,00076,2024/09/30,0,3
01214,00088,00088,2024/02/21,6,1
01215,00218,00218,2024/05/30,7,4
01216,00297,00297,2024/03/10,1,5
01217,00049,00049,2024/11/13,9,3
01218,00251,00251,2024/02/09,5,3
01219,00031,00031,2024/12/27,0,2
01220,00054,00054,2024/12/13,6,1
01221,00252,00252,2024/04/24,4,4
01222,00166,00166,2024/06/16,0,3
01223,00204,00204,2024/03/27,5,3
01224,00211,00211,2024/07/28,3,1
01225,00169,00169,2024/08/03,3,4
01226,00069,00069,2024/02/26,1,2
01227,00289,00289,2024/06/15,5,5
01228,00277,00277,2024/01/09,0,3
01229,00008,00008,2024/03/02,3,5
01230,00260,00260,2024/08/16,0,2
01231,00012,00012,2024/06/21,6,5
01232,00226,00226,2024/02/07,5,3
01233,00295,00295,2024/08/21,1,5
01234,00097,00097,2024/04/08,5,2
01235,00027,00027,2024/09/07,10,5
01236,00006,00006,2024/10/29,7,1
01237,00211,00211,2024/01/28,0,4
01238,00151,00151,2024/02/12,7,5
01239,00142,00142,2024/02/10,1,5
01240,00050,00050,2024/10/28,5,5
01241,00213,00213,2024/01/27,1,2
01242,00258,00258,2024/09/09,0,1
01243,00142,00142,2024/05/25,4,4
01244,00171,00171,2024/03/17,0,5
01245,00200,00200,2024/08/21,3,4
01246,00285,00285,2024/06/26,0,4
01247,00132,00132,2024/10/14,3,1
01248,00270,00270,2024/10/07,1,5
01249,00283,00283,2024/02/10,0,4
01250,00081,00081,2024/12/09,0,1
01251,00094,00094,2024/02/08,2,3
01252,00226,00226,2024/02/03,1,3
01253,00012,00012,2024/09/30,2,2
01254,00134,00134,2024/01/21,0,1
01255,00022,00022,2024/05/15,2,4
01256,00191,00191,2024/02/10,3,4
01257,00170,00170,2024/03/26,2,2
01258,00007,00007,2024/02/14,0,5
01259,00078,00078,2024/03/04,3,4
01260,00092,00092,2024/10/11,2,2
01261,00068,00068,2024/08/04,9,2
01262,00249,00249,2024/11/22,9,1
01263,00249,00249,2024/01/11,0,4
01264,00245,00245,2024/09/02,3,1
01265,00188,00188,2024/11/20,4,3
01266,00118,00118,2024/10/04,5,4
01267,00277,00277,2024/09/11,0,5
01268,00131,00131,2024/05/11,8,4
01269,00215,00215,2024/04/13,7,1
01270,00022,00022,2024/06/11,3,3
01271,00206,00206,2024/05/15,3,5
01272,00259,00259,2024/07/03,2,4
01273,00078,00078,2024/10/05,0,5
01274,00115,00115,2024/01/08,5,2
01275,00084,00084,2024/02/17,3,3
01276,00186,00186,2024/12/22,1,2
01277,00280,00280,2024/05/04,0,2
01278,00032,00032,2024/12/14,6,5
01279,00209,00209,2024/10/01,0,5
01280,00189,00189,2024/07/19,6,3
01281,00175,00175,2025/01/01,5,4
01282,00295,00295,2024/03/10,6,4
01283,00142,00142,2024/09/11,5,2
01284,00061,00061,2024/02/29,0,5
01285,00282,00282,2024/10/28,1,5
01286,00151,00151,2024/03/02,4,5
01287,00093,00093,2024/09/22,0,1
01288,00221,00221,2024/02/14,6,2
01289,00243,00243,2024/03/26,9,3
01290,00265,00265,2024/04/07,1,1
01291,00228,00228,2024/04/05,4,4
01292,00191,00191,2024/09/29,0,3
01293,00007,00007,2024/05/21,1,3
01294,00283,00283,2024/05/24,0,1
01295,00144,00144,2024/10/28,2,4
01296,00063,00063,2024/12/11,0,3
01297,00114,00114,2024/04/08,0,3
01298,00055,00055,2024/09/18,2,3
01299,00121,00121,2024/06/16,4,5
01300,00099,00099,2024/02/14,3,2
01301,00125,00125,2024/04/08,3,3
01302,00286,00286,2024/04/11,2,4
01303,00160,00160,2024/01/08,0,5
01304,00129,00129,2024/12/16,0,2
01305,00131,00131,2024/04/03,3,4
01306,00146,00146,2024/03/22,6,4
01307,00072,00072,2024/06/24,0,3
01308,00064,00064,2024/12/11,0,4
01309,00107,00107,2024/11/02,0,2
01310,00076,00076,2024/02/12,1,4
01311,00067,00067,2024/08/21,1,2
01312,00219,00219,2024/09/20,6,4
01313,00115,00115,2024/06/17,7,4
01314,00047,00047,2024/01/21,9,1
01315,00289,00289,2024/10/18,4,3
01316,00130,00130,2024/03/23,1,1
01317,00133,00133,2024/06/13,1,2
01318,00016,00016,2024/06/09,9,2
01319,00024,00024,2024/01/04,1,5
01320,00295,00295,2024/12/09,0,4
01321,00076,00076,2024/03/19,1,5
01322,00218,00218,2024/11/24,3,5
01323,00069,00069,2024/08/10,2,2
01324,00270,00270,2024/01/22,3,1
01325,00223,00223,2024/09/02,1,5
01326,00198,00198,2024/03/11,1,4
01327,00247,00247,2024/02/07,8,3
01328,00135,00135,2024/05/09,2,5
01329,00244,00244,2024/08/25,9,4
01330,00012,00012,2024/07/15,4,2
01331,00240,00240,2024/07/13,2,5
01332,00097,00097,2024/07/20,0,4
01333,00237,00237,2024/07/21,0,2
01334,00126,00126,2024/11/25,1,5
01335,00149,00149,2024/02/11,2,3
01336,00254,00254,2024/12/02,6,5
01337,00138,00138,2024/05/23,1,2
01338,00272,00272,2024/10/02,5,2
01339,00299,00299,2024/08/15,1,3
01340,00242,00242,2024/03/08,1,5
01341,00222,00222,2024/01/04,3,3
01342,00197,00197,2024/08/11,0,1
01343,00177,00177,2024/11/26,1,3
01344,00099,00099,2024/11/12,7,3
01345,00166,00166,2024/11/11,1,3
01346,00059,00059,2024/02/24,0,1
01347,00078,00078,2024/06/15,6,4
01348,00219,00219,2024/11/22,0,3
01349,00233,00233,2024/07/12,7,3
01350,00156,00156,2024/03/27,0,3
01351,00129,00129,2024/03/14,5,1
01352,00156,00156,2024/10/02,4,2
01353,00143,00143,2024/04/16,3,2
01354,00118,00118,2024/04/13,0,5
01355,00246,00246,2024/06/26,0,3
01356,00267,00267,2024/05/17,0,4
01357,00114,00114,2024/12/29,3,2
01358,00269,00269,2024/08/02,6,5
01359,00025,00025,2024/05/22,1,3
01360,00243,00243,2024/08/11,1,2
01361,00235,00235,2024/08/01,2,5
01362,00287,00287,2024/01/22,1,5
01363,00239,00239,2024/05/16,2,1
01364,00001,00001,2024/03/01,4,3
01365,00259,00259,2024/05/11,2,2
01366,00211,00211,2024/11/16,0,5
01367,00038,00038,2024/12/26,6,4
01368,00027,00027,2024/03/31,0,5
01369,00159,00159,2024/02/19,3,5
01370,00252,00252,2024/02/12,1,3
01371,00216,00216,2024/03/11,0,5
01372,00116,00116,2024/10/25,1,5
01373,00293,00293,2024/09/20,1,4
01374,00140,00140,2024/02/16,4,5
01375,00173,00173,2024/11/29,2,4
01376,00281,00281,2024/12/24,5,5
01377,00259,00259,2024/02/13,9,2
01378,00143,00143,2024/04/04,1,5
01379,00166,00166,2024/03/18,0,1
01380,00035,00035,2024/01/09,2,4
01381,00279,00279,2024/04/11,3,5
01382,00184,00184,2024/08/16,5,2
01383,00063,00063,2024/05/30,6,1
01384,00145,00145,2024/04/05,0,4
01385,00236,00236,2024/08/16,3,5
01386,00090,00090,2024/10/07,5,5
01387,00036,00036,2024/05/24,4,4
01388,00241,00241,2024/02/27,2,3
01389,00183,00183,2024/05/30,1,1
01390,00036,00036,2024/05/12,4,5
01391,00245,00245,2024/02/23,6,2
